livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,totalRent
3,62.67,3,3.0,1.0,1929.0,4,1,566.0
6,143.74,3,3.0,9.0,2018.0,12,0,1958.64
3,69.0,2,2.0,9.0,2018.0,6,0,900.0
1,34.4,1,1.0,1.0,1910.0,4,1,261.0
2,60.0,2,2.5,1.0,1907.0,8,1,470.0
1,21.43,1,1.0,9.0,2017.0,11,1,474.0
3,70.0,3,3.0,2.0,1963.0,8,1,450.0
3,71.0,3,3.0,2.0,1970.0,10,0,950.0
4,93.51,3,3.0,7.0,2008.0,15,1,1700.0
2,47.0,1,1.5,1.0,1919.0,6,1,620.0
1,27.5,1,1.0,3.0,1974.0,4,0,236.0
1,32.0,1,1.5,1.0,1950.0,7,1,371.0
3,70.74,3,3.0,3.0,1979.0,15,1,933.0
2,46.8,2,2.0,3.0,1980.0,5,0,371.0
2,45.75,2,2.0,2.0,1955.0,8,0,419.0
2,58.14,2,2.0,1.0,1880.0,4,0,440.0
3,74.0,3,3.5,3.0,1973.0,8,0,550.0
2,53.0,2,2.0,2.0,1963.0,8,0,445.0
2,46.0,2,2.0,4.0,1982.0,12,0,710.0
3,70.0,3,3.0,9.0,2016.0,14,0,1200.0
4,88.0,3,3.0,2.0,1960.0,8,1,1075.0
3,70.0,2,2.0,8.0,2015.0,7,0,800.0
3,75.0,3,3.0,2.0,1970.0,8,0,600.0
2,60.0,2,2.0,5.0,1994.0,14,0,974.0
2,55.0,2,2.5,2.0,1962.0,13,0,810.0
7,200.0,3,3.0,3.0,1971.0,7,1,2200.0
3,72.0,3,3.5,3.0,1972.0,8,1,615.0
3,76.0,5,5.0,5.0,1996.0,8,0,880.0
5,110.0,3,3.5,6.0,2001.0,14,1,1960.0
3,70.1,2,2.0,9.0,2019.0,13,0,1050.0
1,39.26,1,1.0,2.0,1966.0,1,1,349.02
3,71.43,3,3.0,2.0,1959.0,7,0,585.0
5,107.0,3,3.0,2.0,1968.0,8,1,1080.0
3,72.54,3,3.0,5.0,1997.0,1,0,500.0
3,73.3,2,2.0,2.0,1965.0,15,1,731.86
2,51.0,2,2.0,3.0,1971.0,8,1,630.0
3,74.92,3,3.0,1.0,1850.0,4,1,797.0
3,69.2,4,4.0,2.0,1955.0,7,0,540.0
5,104.75,3,3.0,1.0,1903.0,1,0,935.0
2,49.91,2,2.0,1.0,1938.0,1,1,549.0
3,76.44,3,3.0,3.0,1973.0,8,1,595.3
4,85.0,3,3.0,2.0,1968.0,8,0,950.0
2,48.88,2,2.0,2.0,1965.0,1,0,391.0
2,55.58,3,3.0,5.0,1997.0,4,0,390.0
3,70.4,2,2.0,5.0,1994.0,14,0,900.0
4,89.23,3,3.0,9.0,2019.0,2,0,1020.0
1,37.16,1,1.5,2.0,1961.0,7,0,330.0
3,69.3,3,3.0,4.0,1981.0,4,0,373.44
2,57.0,2,2.0,2.0,1951.0,8,1,529.0
2,59.88,3,3.0,1.0,1938.0,8,0,623.61
3,79.0,3,3.0,8.0,2014.0,1,0,725.0
4,89.0,4,4.0,5.0,1998.0,2,0,595.0
5,113.0,3,3.0,1.0,1926.0,12,1,1450.0
4,93.0,4,4.0,5.0,1996.0,2,1,870.0
6,138.0,4,4.0,8.0,2015.0,14,0,1380.0
4,91.96,4,4.0,2.0,1967.0,15,1,949.0
7,174.0,5,6.0,5.0,2000.0,5,0,1920.0
2,53.89,2,2.0,5.0,1996.0,8,1,890.0
1,19.35,1,1.0,9.0,2018.0,15,1,539.0
3,68.0,3,3.0,6.0,2001.0,8,0,650.0
4,86.0,3,3.0,3.0,1980.0,8,1,925.0
3,62.46,2,2.0,2.0,1954.0,4,1,730.0
3,71.0,3,3.5,3.0,1971.0,8,1,455.0
4,95.0,3,3.0,8.0,2015.0,14,0,850.0
3,68.29,3,3.0,2.0,1955.0,7,1,807.53
3,69.2,3,3.0,2.0,1962.0,11,1,815.0
3,79.8,3,3.0,4.0,1983.0,4,0,653.51
4,81.0,4,4.0,2.0,1966.0,12,0,619.0
5,117.0,3,3.0,9.0,2019.0,11,1,1660.0
3,63.71,2,2.0,2.0,1968.0,15,1,689.0
2,54.66,2,2.0,5.0,1995.0,4,0,400.0
4,90.0,3,3.0,7.0,2009.0,8,0,560.0
4,81.0,2,2.5,2.0,1968.0,8,0,650.0
2,57.1,2,2.0,1.0,1900.0,4,0,413.0
4,93.01,2,2.0,3.0,1975.0,7,0,1155.0
3,64.0,2,2.5,2.0,1963.0,8,0,500.0
4,81.0,3,3.0,2.0,1968.0,8,0,688.0
3,70.0,3,3.0,7.0,2007.0,8,0,940.0
6,150.0,5,5.0,3.0,1975.0,13,0,1750.0
2,43.0,2,2.0,1.0,1900.0,4,1,600.0
3,75.06,2,2.0,8.0,2013.0,13,0,1014.0
1,24.0,1,1.0,2.0,1970.0,3,0,299.0
3,79.72,3,3.0,9.0,2019.0,15,1,1679.04
3,67.57,3,3.5,1.0,1899.0,8,0,481.31
5,120.0,4,4.0,3.0,1972.0,11,0,990.0
2,48.8,2,2.0,3.0,1971.0,4,1,487.6
1,26.0,1,1.0,4.0,1990.0,12,0,490.0
2,59.0,2,2.0,1.0,1900.0,4,0,410.0
2,54.0,2,2.0,2.0,1952.0,8,1,900.0
3,75.0,2,2.0,9.0,2016.0,11,0,820.0
6,131.0,4,4.0,9.0,2019.0,15,1,3000.0
4,92.0,3,3.5,3.0,1972.0,12,0,1240.0
3,70.0,3,3.0,1.0,1940.0,14,1,890.0
3,67.16,2,2.0,9.0,2017.0,14,0,1160.0
2,60.0,2,2.0,9.0,2019.0,15,1,1104.0
2,48.0,2,2.0,1.0,1900.0,4,1,518.4
2,42.85,1,1.0,1.0,1900.0,1,0,320.0
4,86.0,2,2.0,4.0,1983.0,12,0,900.0
2,43.9,2,2.0,9.0,2016.0,12,1,1100.0
1,32.5,1,1.0,5.0,1995.0,4,0,300.0
4,82.59,3,3.0,8.0,2015.0,9,1,1333.0
2,60.09,3,3.0,3.0,1977.0,4,1,546.0
3,67.0,2,2.0,5.0,1995.0,13,0,805.0
1,35.0,1,1.0,3.0,1972.0,8,1,240.0
3,68.0,2,2.5,1.0,1902.0,8,1,1160.0
1,37.0,2,2.0,8.0,2011.0,4,1,478.0
1,33.3,1,1.0,1.0,1908.0,4,0,229.98
3,63.0,2,2.0,1.0,1900.0,4,1,448.0
4,96.0,3,3.5,7.0,2009.0,13,0,1200.0
6,123.95,5,5.0,4.0,1987.0,15,1,1424.0
7,187.0,5,5.0,1.0,1908.0,15,1,3300.0
3,72.26,3,3.0,2.0,1961.0,7,1,744.02
3,68.84,2,2.0,9.0,2019.0,14,0,830.0
5,109.59,3,3.0,5.0,2000.0,15,1,2500.0
2,53.67,3,3.0,1.0,1933.0,1,0,467.0
1,25.0,1,1.0,1.0,1930.0,12,0,380.0
4,86.0,3,3.0,9.0,2020.0,13,1,1350.0
4,90.0,3,3.0,1.0,1896.0,16,1,1690.0
7,184.0,3,3.0,9.0,2018.0,14,1,4682.0
5,119.88,4,4.0,1.0,1900.0,1,1,1140.0
2,49.0,2,2.0,1.0,1926.0,13,0,794.0
2,50.35,2,2.0,2.0,1961.0,1,0,449.0
1,37.0,1,1.0,5.0,1996.0,4,0,320.0
5,113.0,2,2.5,5.0,1997.0,8,0,1153.0
2,48.3,2,2.0,2.0,1962.0,1,0,372.0
1,38.32,1,1.5,5.0,1997.0,2,0,374.83
1,30.0,1,1.0,3.0,1979.0,9,1,540.0
3,75.1,3,3.0,2.0,1953.0,13,1,1154.54
5,104.0,3,3.5,3.0,1979.0,9,1,970.0
1,22.0,1,1.0,2.0,1969.0,12,1,590.0
3,73.0,2,2.0,1.0,1890.0,14,1,895.0
3,75.0,2,2.0,1.0,1714.0,4,0,555.0
3,66.76,3,3.0,2.0,1960.0,8,1,669.0
3,62.0,2,2.0,6.0,2004.0,14,1,1750.0
3,75.0,3,3.0,6.0,2001.0,8,0,795.0
2,48.0,2,2.0,5.0,1992.0,14,0,720.0
4,99.13,3,3.5,5.0,1997.0,4,0,700.0
3,64.56,3,3.0,9.0,2019.0,7,0,665.0
2,44.0,2,2.0,4.0,1984.0,14,1,2000.0
2,53.84,2,2.0,1.0,1950.0,4,0,370.0
3,63.2,3,3.5,2.0,1963.0,8,1,774.0
2,58.01,3,3.5,2.0,1952.0,8,1,591.0
2,49.76,2,2.0,1.0,1926.0,4,0,300.0
4,89.0,4,4.0,6.0,2001.0,8,0,660.0
2,60.0,3,3.0,3.0,1971.0,8,1,735.0
3,79.0,2,2.0,1.0,1902.0,4,1,1016.73
5,111.0,3,3.0,5.0,1991.0,8,0,835.0
6,123.31,4,4.0,8.0,2015.0,14,0,1360.0
2,59.9,3,3.0,1.0,1934.0,4,1,485.0
3,69.0,2,2.0,7.0,2007.0,8,0,897.0
2,53.09,2,2.0,5.0,1999.0,8,1,795.0
3,71.4,2,2.0,9.0,2020.0,8,1,1010.62
3,75.58,3,3.0,1.0,1900.0,4,0,535.0
2,47.0,3,3.0,5.0,1999.0,1,0,410.0
2,60.0,2,2.0,1.0,1874.0,14,0,630.0
3,61.0,3,3.0,2.0,1965.0,8,1,580.0
3,78.72,1,1.0,1.0,1920.0,4,1,661.0
3,80.0,4,4.0,1.0,1900.0,8,0,725.0
2,42.0,2,2.0,5.0,1997.0,4,0,330.0
3,64.18,4,4.0,1.0,1944.0,4,0,545.0
2,45.0,2,2.0,1.0,1900.0,4,1,480.0
4,92.0,3,3.0,2.0,1955.0,4,1,1125.0
3,71.0,3,3.5,2.0,1966.0,13,0,896.0
1,37.28,1,1.0,4.0,1983.0,15,1,470.56
4,95.0,3,3.5,1.0,1908.0,3,0,500.0
4,83.0,3,3.5,3.0,1977.0,8,0,552.6
1,40.0,1,1.0,8.0,2012.0,13,0,490.0
2,60.0,2,2.5,2.0,1968.0,12,0,760.0
5,120.0,4,4.0,3.0,1975.0,12,0,1500.0
1,39.0,1,1.0,1.0,1908.0,4,1,335.4
1,36.0,1,1.0,8.0,2014.0,13,1,866.0
2,55.22,1,1.0,1.0,1905.0,4,1,429.0
1,18.0,1,1.0,9.0,2017.0,15,1,389.0
4,85.0,3,3.0,9.0,2019.0,8,1,1280.0
2,59.65,2,2.0,3.0,1979.0,2,0,440.0
1,36.0,1,1.5,5.0,1996.0,4,1,370.0
2,55.0,2,2.0,9.0,2020.0,8,0,915.0
3,61.0,2,2.5,4.0,1981.0,12,0,780.0
5,101.0,3,3.0,2.0,1956.0,13,0,895.0
1,21.47,1,1.0,3.0,1979.0,14,0,320.0
3,70.05,2,2.0,5.0,1994.0,1,0,444.21
2,51.0,2,2.0,5.0,1993.0,12,0,640.0
6,140.0,5,5.0,2.0,1960.0,14,0,910.0
2,60.0,2,2.0,1.0,1894.0,4,0,329.0
3,73.12,3,3.0,5.0,1996.0,2,0,740.0
3,75.0,2,2.0,1.0,1920.0,1,0,659.5
3,72.0,2,2.0,5.0,1999.0,8,0,986.0
1,37.0,1,1.0,2.0,1968.0,13,1,750.0
4,97.0,4,4.0,1.0,1938.0,14,0,1355.0
4,86.65,3,3.5,1.0,1680.0,14,1,1370.0
3,78.0,3,3.0,5.0,1993.0,14,1,1445.0
2,50.5,2,2.0,1.0,1900.0,4,1,490.0
2,60.0,2,2.0,2.0,1953.0,8,1,485.0
4,96.0,2,2.5,1.0,1906.0,15,1,1319.2
2,55.0,3,3.0,2.0,1952.0,8,1,650.0
3,70.0,3,3.0,2.0,1970.0,4,0,481.0
2,51.16,1,1.0,1.0,1900.0,13,0,1010.0
3,70.0,3,3.0,4.0,1981.0,2,0,545.0
4,94.0,4,4.0,5.0,1998.0,7,0,870.0
6,125.0,4,4.0,3.0,1975.0,8,1,1300.0
3,71.0,3,3.5,2.0,1970.0,8,1,625.32
6,138.0,4,4.0,9.0,2019.0,4,0,1449.0
3,74.0,2,2.0,9.0,2019.0,15,1,1148.0
3,67.63,3,3.0,4.0,1989.0,4,1,410.0
4,85.3,4,4.0,2.0,1958.0,4,0,510.0
3,73.0,3,3.0,3.0,1971.0,13,1,940.0
3,70.0,2,2.0,3.0,1975.0,10,0,557.0
4,98.8,3,3.0,4.0,1987.0,14,0,850.0
2,57.4,3,3.0,1.0,1922.0,4,0,483.0
3,68.4,3,3.0,9.0,2018.0,15,1,1405.0
2,55.5,2,2.0,7.0,2010.0,14,1,1265.0
3,72.0,3,3.0,3.0,1976.0,8,1,775.0
4,99.0,3,3.0,5.0,1991.0,14,0,1120.0
2,47.0,2,2.0,6.0,2002.0,14,1,685.0
4,86.0,3,3.0,2.0,1956.0,13,1,1600.0
2,54.0,2,2.0,5.0,2000.0,4,0,395.0
2,60.91,2,2.0,1.0,1930.0,4,1,399.0
5,104.54,4,4.0,9.0,2018.0,4,1,1601.74
5,104.06,2,2.0,9.0,2017.0,7,0,1244.0
2,48.0,1,1.0,1.0,1856.0,8,0,570.0
5,103.46,3,3.5,2.0,1969.0,12,0,1180.0
3,67.0,2,2.5,2.0,1967.0,12,0,600.0
3,64.0,2,2.0,1.0,1912.0,4,1,450.0
2,60.0,2,2.0,2.0,1967.0,14,0,580.0
2,43.28,1,1.0,9.0,2017.0,8,1,560.0
4,82.0,3,3.0,1.0,1910.0,4,1,760.0
2,44.41,1,1.0,5.0,1998.0,4,1,430.0
3,70.0,2,2.0,1.0,1905.0,4,1,360.5
2,50.68,2,2.0,1.0,1906.0,2,0,412.0
2,55.0,2,2.0,5.0,1998.0,2,0,436.0
4,100.0,3,3.5,2.0,1960.0,14,0,1700.0
2,58.0,2,2.0,3.0,1978.0,8,1,790.0
2,54.0,1,1.5,4.0,1983.0,8,1,880.0
4,86.0,3,3.0,2.0,1953.0,8,1,715.0
3,76.43,3,3.0,1.0,1898.0,7,0,630.0
3,75.0,2,2.0,1.0,1903.0,13,1,845.0
4,86.1,3,3.0,9.0,2018.0,10,0,1103.0
7,155.0,5,5.0,5.0,1995.0,4,0,1650.0
2,60.0,2,2.0,1.0,1920.0,8,0,620.0
3,67.0,3,3.0,9.0,2018.0,16,1,1610.0
2,47.8,2,2.0,1.0,1900.0,4,0,310.0
2,58.48,3,3.0,2.0,1958.0,8,0,556.12
2,59.27,2,2.5,2.0,1958.0,3,0,473.0
2,50.86,2,2.0,1.0,1930.0,4,0,346.0
1,26.35,1,1.0,9.0,2017.0,7,0,331.0
3,61.0,2,2.0,5.0,1997.0,3,0,515.0
1,33.0,1,1.0,2.0,1952.0,8,1,580.0
3,61.98,2,2.0,2.0,1953.0,8,1,574.0
2,41.51,1,1.0,2.0,1955.0,8,1,472.0
6,124.0,4,4.0,4.0,1985.0,8,0,1280.0
1,35.0,2,2.0,1.0,1900.0,4,1,270.0
3,69.0,2,2.0,1.0,1900.0,8,1,453.0
3,78.0,3,3.0,5.0,1994.0,8,0,1025.0
3,76.0,3,3.0,5.0,1992.0,8,0,595.0
2,42.0,1,1.0,2.0,1959.0,8,1,420.0
3,66.83,2,2.0,5.0,1995.0,15,1,932.48
5,118.6,3,3.0,9.0,2019.0,5,0,1480.0
2,60.7,2,2.0,7.0,2007.0,14,1,940.1
2,60.05,3,3.0,4.0,1988.0,4,1,403.81
2,54.09,3,3.0,2.0,1952.0,8,0,580.0
2,47.0,1,1.0,3.0,1971.0,8,0,540.0
4,95.88,3,3.0,1.0,1900.0,1,1,919.0
2,53.25,2,2.0,2.0,1962.0,8,1,591.0
3,72.0,2,2.0,2.0,1952.0,12,1,880.0
3,71.88,4,4.0,1.0,1890.0,8,0,535.0
5,117.83,4,4.0,9.0,2019.0,13,0,1775.0
2,41.0,1,1.5,1.0,1900.0,4,1,328.0
3,69.0,3,3.0,4.0,1988.0,4,0,460.0
3,68.0,3,3.0,5.0,1994.0,13,0,650.0
4,100.0,4,4.0,2.0,1965.0,8,0,770.0
1,35.0,1,1.0,2.0,1956.0,15,1,579.0
3,72.0,2,2.0,3.0,1979.0,16,1,1000.0
5,120.38,3,3.0,1.0,1870.0,4,1,1480.0
2,54.0,2,2.5,1.0,1938.0,8,0,498.0
2,50.0,2,2.0,5.0,1991.0,4,0,365.0
7,195.0,4,4.5,9.0,2018.0,12,0,1970.0
3,74.82,3,3.0,5.0,1992.0,4,1,410.0
6,150.0,4,4.0,1.0,1900.0,15,1,3060.0
3,62.7,2,2.0,1.0,1919.0,4,0,489.0
2,58.59,3,3.0,3.0,1971.0,5,0,481.32
2,50.0,2,2.0,4.0,1986.0,8,1,550.0
1,30.8,2,2.0,5.0,1995.0,4,0,240.0
3,72.0,3,3.0,2.0,1960.0,6,1,735.0
3,69.65,3,3.0,3.0,1973.0,7,0,651.0
2,57.94,2,2.0,2.0,1959.0,8,0,562.55
3,70.0,3,3.0,1.0,1906.0,4,1,580.0
3,76.43,3,3.0,2.0,1970.0,8,0,917.0
2,49.4,2,2.0,2.0,1970.0,4,0,416.79
2,57.0,2,2.5,1.0,1900.0,12,1,740.0
4,82.4,3,3.0,1.0,1900.0,4,1,898.0
2,60.0,2,2.0,2.0,1960.0,8,1,567.0
3,72.3,3,3.0,3.0,1971.0,2,1,660.0
4,95.0,1,1.5,1.0,1928.0,13,0,1000.0
2,52.74,2,2.0,1.0,1911.0,4,1,355.0
4,96.0,3,3.0,2.0,1970.0,13,0,950.0
3,66.86,2,2.0,5.0,1995.0,8,1,467.6
2,60.0,2,2.0,2.0,1967.0,12,1,750.0
1,28.0,2,2.0,1.0,1920.0,2,0,220.0
5,110.0,4,4.0,9.0,2019.0,11,0,1060.0
5,110.5,2,2.0,1.0,1710.0,8,1,2487.0
2,50.0,2,2.0,1.0,1912.0,4,0,350.0
4,91.0,3,3.0,9.0,2018.0,8,1,1520.0
3,62.5,2,2.0,3.0,1978.0,16,1,785.0
4,88.0,3,3.0,2.0,1968.0,8,1,760.0
3,69.38,2,2.0,5.0,1997.0,15,1,735.0
3,70.0,3,3.0,1.0,1900.0,8,1,1020.0
5,105.0,4,4.0,3.0,1974.0,14,0,920.0
3,69.0,2,2.0,9.0,2019.0,8,0,845.0
1,39.0,1,1.0,2.0,1967.0,13,1,502.0
2,55.0,2,2.0,3.0,1972.0,8,0,520.0
2,55.1,3,3.0,1.0,1900.0,4,1,470.0
2,50.62,1,1.5,9.0,2019.0,8,0,607.44
3,75.0,3,3.0,5.0,1997.0,5,0,1050.0
2,43.0,2,2.0,1.0,1888.0,4,0,349.0
2,60.0,3,3.0,2.0,1960.0,12,0,469.0
2,55.65,2,2.0,1.0,1900.0,4,1,462.0
4,89.47,3,3.0,9.0,2019.0,10,0,1268.0
1,38.0,2,2.0,3.0,1972.0,7,0,342.0
2,60.0,2,2.0,5.0,1996.0,11,1,900.0
3,61.14,2,2.5,1.0,1900.0,4,1,665.0
4,86.0,2,2.0,9.0,2019.0,16,1,1457.46
3,80.0,3,3.0,8.0,2013.0,12,0,700.0
3,61.44,2,2.0,3.0,1972.0,8,0,520.0
4,85.0,3,3.5,9.0,2019.0,12,0,1717.0
3,65.92,3,3.0,3.0,1971.0,1,0,369.0
2,52.0,2,2.0,9.0,2020.0,8,0,580.0
3,71.85,3,3.5,2.0,1961.0,7,1,806.8
1,37.54,1,1.0,8.0,2013.0,8,0,648.02
2,46.6,2,2.0,4.0,1990.0,8,0,428.91
2,55.0,2,2.5,4.0,1987.0,12,1,715.0
3,68.46,2,2.0,4.0,1981.0,1,1,465.52
2,44.59,1,1.5,5.0,1994.0,1,1,360.0
2,53.0,2,2.0,4.0,1985.0,8,0,565.0
5,113.0,2,2.0,6.0,2002.0,8,1,1643.0
5,106.0,3,3.0,9.0,2019.0,14,0,1400.0
3,61.0,2,2.0,4.0,1989.0,13,1,710.0
2,55.98,3,3.0,3.0,1972.0,1,0,319.08
2,55.3,2,2.0,2.0,1955.0,8,1,505.0
2,51.0,1,1.0,5.0,1992.0,4,1,445.0
1,33.04,1,1.0,8.0,2014.0,4,1,441.0
2,50.9,2,2.0,5.0,1991.0,12,0,790.0
3,63.19,2,2.0,9.0,2020.0,11,1,875.0
3,72.0,3,3.0,9.0,2016.0,14,1,1110.0
3,63.0,2,2.0,3.0,1978.0,14,0,730.0
2,56.01,2,2.0,2.0,1954.0,8,1,627.1
2,56.5,2,2.0,5.0,1998.0,5,1,808.23
4,94.0,3,3.0,1.0,1949.0,6,1,850.0
2,51.18,2,2.0,1.0,1900.0,4,0,375.0
7,200.0,4,4.0,1.0,1873.0,5,0,4750.0
2,48.65,2,2.0,5.0,1991.0,8,0,349.55
3,68.98,2,2.0,9.0,2019.0,13,0,975.0
5,116.0,3,3.0,9.0,2019.0,11,0,1128.0
1,33.0,1,1.0,3.0,1975.0,13,0,410.0
6,126.22,4,4.0,9.0,2018.0,4,1,1542.14
2,53.96,2,2.0,5.0,1994.0,4,0,335.0
2,57.19,2,2.0,1.0,1900.0,1,0,399.0
2,45.0,2,2.0,2.0,1954.0,8,1,425.0
1,38.0,1,1.0,5.0,1992.0,8,0,440.0
2,58.5,2,2.0,2.0,1953.0,8,1,472.0
2,58.66,2,2.0,5.0,1996.0,8,0,501.4
5,102.09,4,4.0,2.0,1953.0,4,0,971.0
2,58.0,2,2.0,7.0,2010.0,8,1,900.0
3,70.94,3,3.0,3.0,1972.0,8,1,595.0
3,77.0,2,2.5,1.0,1930.0,14,1,2500.0
4,87.0,3,3.0,9.0,2018.0,13,1,1667.0
1,37.0,1,1.0,3.0,1977.0,2,0,261.0
3,74.0,3,3.0,3.0,1975.0,8,0,725.0
1,20.0,1,1.0,2.0,1957.0,7,0,360.0
3,64.58,3,3.0,3.0,1978.0,8,0,646.0
2,52.0,2,2.0,5.0,2000.0,8,0,465.0
3,61.0,2,2.0,1.0,1886.0,1,1,510.0
2,55.0,3,3.0,4.0,1990.0,4,1,384.0
4,91.3,3,3.0,9.0,2018.0,16,1,2037.0
4,93.0,4,4.0,4.0,1990.0,8,0,880.0
2,42.98,2,2.0,1.0,1931.0,4,1,430.0
4,86.0,3,3.0,1.0,1900.0,4,1,957.0
6,130.0,5,6.0,1.0,1920.0,4,0,868.0
2,56.79,1,1.0,9.0,2018.0,15,1,1291.97
4,87.82,3,3.0,9.0,2019.0,8,1,1334.86
2,59.0,2,2.0,7.0,2010.0,4,0,390.0
2,60.33,3,3.0,3.0,1976.0,1,1,455.0
7,195.0,5,5.0,4.0,1990.0,12,0,1920.0
2,51.7,3,3.5,2.0,1957.0,8,1,459.0
7,166.0,5,5.0,9.0,2019.0,14,0,2150.0
4,81.0,3,3.0,5.0,1995.0,4,0,727.0
2,49.0,2,2.0,5.0,1996.0,4,1,499.0
6,144.0,5,5.0,5.0,1998.0,12,1,1840.0
2,58.0,2,2.0,3.0,1971.0,15,1,990.0
1,25.0,1,1.0,5.0,1994.0,4,1,285.0
7,180.0,5,5.0,9.0,2019.0,1,0,2390.0
3,79.5,4,4.0,4.0,1988.0,3,0,484.0
3,73.0,3,3.0,3.0,1976.0,8,1,693.5
4,87.5,3,3.0,3.0,1973.0,8,0,950.0
3,62.32,2,2.0,9.0,2016.0,9,1,840.0
4,85.12,4,4.0,4.0,1983.0,12,1,1050.0
3,74.12,3,3.0,2.0,1961.0,10,0,715.0
4,83.0,3,3.0,2.0,1955.0,8,1,913.0
4,96.0,2,2.5,1.0,1567.0,14,1,1130.0
5,114.0,4,4.0,8.0,2015.0,13,1,2050.0
5,106.72,4,4.0,1.0,1907.0,4,1,928.46
3,63.27,4,4.0,3.0,1972.0,1,0,638.0
3,77.47,4,4.0,3.0,1978.0,4,1,671.04
3,71.5,3,3.0,1.0,1912.0,13,1,1318.0
3,62.18,3,3.0,1.0,1905.0,4,1,655.0
1,38.0,1,1.0,5.0,1997.0,4,1,640.0
2,58.17,3,3.0,3.0,1980.0,4,0,344.0
2,52.36,2,2.0,2.0,1956.0,1,0,398.5
3,71.5,3,3.0,9.0,2016.0,8,0,790.0
1,38.44,1,1.0,9.0,2016.0,4,1,515.0
1,22.71,1,1.0,9.0,2017.0,4,1,409.0
7,158.0,4,4.0,1.0,1900.0,4,1,1395.0
2,49.0,2,2.0,1.0,1905.0,4,0,365.0
3,68.0,2,2.0,3.0,1979.0,14,0,770.0
3,63.5,3,3.0,2.0,1956.0,4,0,530.0
2,54.55,1,1.0,5.0,1995.0,15,1,637.69
3,70.0,4,4.0,2.0,1970.0,1,0,424.0
4,82.39,2,2.5,4.0,1983.0,8,1,1025.0
3,78.09,3,3.0,2.0,1952.0,8,1,864.0
5,107.0,3,3.0,9.0,2017.0,8,1,1500.0
3,63.0,3,3.0,5.0,1994.0,4,0,530.0
4,98.0,3,3.0,8.0,2011.0,13,1,1895.0
1,33.0,1,1.0,2.0,1969.0,14,1,1350.0
2,42.6,2,2.0,1.0,1936.0,16,1,1180.0
4,95.0,3,3.0,1.0,1910.0,2,0,520.0
5,110.0,3,3.5,3.0,1975.0,13,0,980.0
2,59.85,4,4.0,3.0,1972.0,1,0,506.0
3,78.9,3,3.0,1.0,1890.0,4,0,461.5
4,95.42,3,3.0,9.0,2016.0,12,1,1480.0
4,92.0,3,3.0,1.0,1920.0,8,0,890.0
3,68.0,3,3.0,2.0,1958.0,12,0,950.0
2,59.7,2,2.0,1.0,1910.0,4,1,408.0
3,73.32,4,4.0,1.0,1931.0,8,0,675.92
1,24.0,1,1.0,1.0,1900.0,13,1,1200.0
6,134.0,3,3.0,1.0,1899.0,3,0,1100.0
3,72.48,2,2.5,8.0,2012.0,7,0,685.0
2,50.19,2,2.0,1.0,1904.0,4,0,425.0
5,120.0,3,3.0,9.0,2019.0,3,1,1620.0
3,63.26,3,3.0,1.0,1927.0,3,0,560.0
3,80.0,4,4.0,1.0,1900.0,7,0,880.0
1,31.0,1,1.0,2.0,1959.0,14,1,1260.0
2,54.0,2,2.0,1.0,1939.0,4,1,437.0
3,77.0,3,3.0,2.0,1969.0,8,1,665.0
4,99.28,3,3.0,9.0,2017.0,11,0,898.0
1,25.0,1,1.0,3.0,1979.0,5,0,246.0
4,90.0,3,3.0,2.0,1966.0,8,0,590.0
3,76.0,3,3.0,9.0,2019.0,7,0,690.0
3,65.75,3,3.0,3.0,1978.0,4,1,523.0
3,71.0,3,3.0,2.0,1969.0,8,0,765.0
3,70.0,3,3.0,1.0,1930.0,3,0,650.0
6,130.0,4,4.0,8.0,2013.0,8,1,2050.0
7,160.0,5,5.0,3.0,1971.0,8,1,2450.0
2,53.0,2,2.0,2.0,1955.0,8,1,555.0
3,64.5,2,2.0,1.0,1900.0,4,0,355.0
4,82.0,2,2.5,1.0,1929.0,8,0,890.0
2,60.0,2,2.0,1.0,1928.0,4,1,440.0
3,75.0,3,3.0,2.0,1956.0,13,0,780.0
4,83.0,3,3.0,3.0,1976.0,8,0,850.0
4,92.4,4,4.0,4.0,1990.0,4,0,700.0
4,83.0,3,3.0,5.0,1994.0,14,1,950.0
1,29.66,2,2.0,1.0,1900.0,2,0,225.0
1,17.7,1,1.0,3.0,1975.0,7,1,300.0
3,80.0,3,3.0,1.0,1938.0,4,1,370.0
3,66.56,3,3.0,2.0,1956.0,8,1,775.0
3,80.0,2,2.0,9.0,2017.0,11,0,730.0
4,87.0,2,2.0,8.0,2011.0,14,1,1015.0
2,55.8,2,2.0,7.0,2007.0,8,0,570.0
3,65.0,3,3.0,5.0,1996.0,11,0,680.0
2,41.71,2,2.0,5.0,1998.0,4,1,293.0
3,79.64,2,2.5,9.0,2019.0,13,1,1673.0
4,91.0,5,5.0,2.0,1970.0,8,1,978.0
5,103.02,4,4.0,9.0,2017.0,4,1,1434.33
2,56.76,2,2.0,9.0,2017.0,8,1,850.0
5,106.0,4,4.0,9.0,2019.0,12,0,1590.0
3,62.0,2,2.0,2.0,1953.0,8,1,678.4
2,49.38,1,1.0,1.0,1895.0,4,1,656.75
1,29.0,1,1.0,3.0,1978.0,14,1,750.0
