livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,totalRent
4,87.0,4,4.0,2.0,1953.0,8,0,681.0
4,90.0,3,3.0,8.0,2013.0,11,0,1120.0
2,55.0,2,2.0,7.0,2008.0,4,0,390.0
5,120.0,3,3.0,2.0,1967.0,14,0,1340.0
3,61.41,2,2.0,5.0,1995.0,1,0,389.0
7,183.0,5,5.0,9.0,2018.0,15,1,3119.0
2,44.0,1,1.0,4.0,1982.0,9,1,515.0
2,50.13,2,2.0,2.0,1966.0,1,0,389.5
2,60.76,3,3.0,3.0,1974.0,1,0,484.0
3,74.26,3,3.0,1.0,1931.0,8,0,839.0
3,70.79,3,3.0,6.0,2002.0,8,0,701.61
5,118.92,4,4.0,8.0,2015.0,9,1,1645.0
3,74.0,2,2.0,5.0,1998.0,8,1,590.0
2,53.23,2,2.0,8.0,2011.0,1,0,489.0
3,62.0,3,3.0,3.0,1972.0,12,0,600.0
2,60.0,2,2.0,3.0,1976.0,8,1,800.0
4,86.0,2,2.0,3.0,1972.0,11,0,830.0
4,82.43,3,3.0,9.0,2019.0,15,1,1550.0
3,77.0,3,3.0,5.0,1996.0,14,1,1450.0
2,43.1,2,2.0,2.0,1954.0,8,1,494.8
2,42.0,1,1.5,5.0,1994.0,10,0,521.0
2,45.0,1,1.5,2.0,1970.0,13,0,590.0
2,57.94,2,2.0,2.0,1956.0,15,1,1069.0
1,32.61,1,1.0,4.0,1984.0,4,1,296.0
1,38.07,1,1.0,1.0,1924.0,2,0,310.0
3,72.97,2,2.0,5.0,1997.0,1,0,625.0
4,93.0,3,3.0,9.0,2019.0,11,0,935.0
6,125.0,4,4.0,9.0,2019.0,4,0,1138.0
4,100.0,4,4.0,7.0,2007.0,5,0,1550.0
2,52.0,2,2.0,1.0,1897.0,1,0,260.0
3,76.49,3,3.0,5.0,1997.0,5,0,595.0
2,55.97,2,2.5,5.0,1995.0,8,1,489.83
4,85.0,3,3.0,7.0,2007.0,8,0,945.0
3,67.5,2,2.0,2.0,1970.0,8,1,750.0
4,92.53,4,4.0,3.0,1974.0,7,0,635.0
6,145.0,5,5.0,3.0,1978.0,14,0,1550.0
1,40.7,2,2.0,2.0,1956.0,1,0,355.0
3,61.0,3,3.0,5.0,1993.0,7,0,500.0
3,70.0,3,3.0,4.0,1982.0,4,1,480.0
2,60.0,2,2.0,1.0,1902.0,8,1,1050.0
4,94.0,2,2.0,5.0,1994.0,14,0,1540.0
3,71.0,2,2.0,1.0,1902.0,8,1,774.8
3,69.94,2,2.0,5.0,1997.0,1,0,750.0
3,70.77,2,2.5,2.0,1968.0,12,0,785.0
5,110.0,4,4.0,2.0,1960.0,8,1,1420.0
2,55.09,1,1.0,5.0,1995.0,1,0,400.0
3,68.0,3,3.0,1.0,1922.0,8,0,548.0
3,62.0,2,2.0,9.0,2016.0,8,1,910.0
3,78.0,2,2.0,2.0,1959.0,14,0,1410.0
3,78.95,3,3.0,5.0,1997.0,2,0,725.0
4,91.0,3,3.0,9.0,2019.0,12,0,1300.0
3,69.0,3,3.0,1.0,1900.0,8,1,485.0
3,70.42,2,2.0,1.0,1930.0,8,1,870.0
3,66.52,2,2.0,5.0,2000.0,4,0,505.0
1,22.94,1,1.0,8.0,2011.0,8,1,400.0
3,62.1,3,3.0,1.0,1940.0,7,0,502.0
2,55.0,2,2.0,4.0,1985.0,14,0,570.0
1,37.64,1,1.0,4.0,1989.0,4,0,290.0
2,46.3,2,2.0,1.0,1930.0,9,0,405.0
3,74.27,3,3.0,5.0,1997.0,15,1,897.0
4,91.0,2,2.0,1.0,1915.0,4,0,660.0
4,90.0,5,5.0,3.0,1978.0,7,0,1100.0
1,25.0,1,1.0,1.0,1904.0,13,0,480.0
6,126.2,4,4.0,9.0,2019.0,4,1,2026.7
3,73.42,3,3.0,2.0,1970.0,7,0,619.0
3,63.78,2,2.0,5.0,1997.0,1,0,516.0
7,157.9,5,5.0,9.0,2016.0,4,1,1999.0
2,57.26,2,2.0,1.0,1933.0,4,0,400.87
2,48.0,2,2.0,1.0,1935.0,1,0,355.0
1,26.56,1,1.0,4.0,1988.0,4,1,263.0
4,93.0,3,3.5,6.0,2001.0,8,1,900.0
2,45.0,2,2.0,5.0,1997.0,8,1,698.0
3,74.0,2,2.0,4.0,1984.0,8,1,790.0
2,51.0,2,2.0,1.0,1895.0,4,1,543.4
2,55.0,2,2.0,1.0,1950.0,14,1,640.0
2,56.5,2,2.0,5.0,1996.0,2,1,565.0
4,100.43,3,3.0,9.0,2019.0,11,1,1780.88
4,82.0,3,3.0,4.0,1985.0,8,1,529.5
3,66.0,2,2.0,1.0,1912.0,14,1,885.0
2,48.0,2,2.0,9.0,2017.0,8,0,550.0
3,71.0,3,3.0,2.0,1963.0,12,1,809.0
4,90.0,3,3.0,4.0,1990.0,12,0,840.0
2,57.93,2,2.0,9.0,2018.0,15,1,1255.0
2,54.0,2,2.0,5.0,1999.0,4,1,570.0
3,73.48,3,3.0,2.0,1969.0,8,0,876.0
4,88.0,3,3.0,9.0,2016.0,7,0,955.0
2,46.91,2,2.0,2.0,1964.0,4,0,328.0
4,85.0,3,3.0,9.0,2019.0,13,0,1115.0
6,143.0,4,4.0,9.0,2019.0,4,1,1590.0
3,71.89,2,2.0,1.0,1910.0,4,1,661.39
5,101.0,4,4.0,5.0,1996.0,4,1,600.0
4,82.0,3,3.0,5.0,1998.0,2,0,690.0
3,66.25,3,3.0,2.0,1958.0,1,0,530.64
2,56.3,3,3.0,4.0,1981.0,4,0,374.0
2,42.12,2,2.0,8.0,2015.0,4,0,465.0
3,71.7,3,3.5,2.0,1968.0,8,1,655.0
5,103.0,3,3.0,4.0,1985.0,14,1,1380.0
3,62.93,2,2.0,3.0,1977.0,15,1,799.2
2,52.0,2,2.5,3.0,1975.0,12,1,995.0
3,72.21,3,3.0,1.0,1898.0,2,0,511.29
3,80.4,4,4.0,2.0,1959.0,14,1,797.03
2,52.0,2,2.0,1.0,1798.0,3,0,460.0
2,59.0,2,2.0,9.0,2016.0,16,1,1055.0
3,74.1,2,2.0,2.0,1970.0,8,1,1497.0
3,77.0,2,2.5,1.0,1900.0,1,0,622.0
2,60.0,2,2.0,9.0,2018.0,8,1,1099.0
4,93.03,3,3.0,8.0,2013.0,8,1,990.0
4,99.0,3,3.0,3.0,1976.0,8,1,1325.0
3,70.0,2,2.0,3.0,1978.0,14,0,821.0
3,64.99,3,3.0,1.0,1937.0,4,1,419.0
3,75.5,4,4.0,2.0,1961.0,1,0,550.0
2,45.0,1,1.0,2.0,1961.0,14,1,1080.0
2,52.0,2,2.0,5.0,1996.0,14,0,505.0
2,51.35,2,2.0,8.0,2015.0,5,1,736.0
5,108.0,3,3.5,3.0,1976.0,12,1,1980.0
4,99.6,3,3.0,8.0,2015.0,8,1,1661.74
3,64.0,2,2.0,4.0,1982.0,11,1,810.0
3,80.0,2,2.0,1.0,1900.0,1,0,600.0
4,97.41,3,3.0,2.0,1970.0,13,0,800.0
1,27.48,1,1.0,3.0,1978.0,1,0,310.0
2,56.0,2,2.0,1.0,1900.0,12,1,850.0
4,85.0,3,3.0,4.0,1982.0,13,1,1100.0
2,50.97,2,2.0,1.0,1903.0,13,0,609.63
2,57.75,3,3.0,2.0,1967.0,1,0,417.0
7,197.0,4,4.0,4.0,1986.0,4,1,1780.0
4,84.6,3,3.0,9.0,2016.0,8,0,979.0
1,21.0,1,1.0,5.0,1995.0,12,0,479.0
5,120.0,3,3.0,8.0,2014.0,8,1,2850.0
3,61.01,2,2.0,1.0,1875.0,4,1,652.81
5,110.0,3,3.0,3.0,1974.0,8,0,1090.0
4,99.8,3,3.0,6.0,2001.0,8,1,960.0
3,64.2,2,2.0,1.0,1900.0,4,1,635.0
1,28.0,1,1.0,2.0,1965.0,1,0,230.0
3,66.0,3,3.0,3.0,1971.0,12,1,915.0
2,58.3,2,2.0,1.0,1910.0,4,1,418.0
5,106.0,4,4.0,2.0,1969.0,8,1,723.0
2,48.99,3,3.0,1.0,1900.0,4,0,365.0
4,91.0,2,2.0,1.0,1904.0,4,1,639.55
4,100.0,2,2.5,1.0,1868.0,9,1,1950.0
4,85.2,3,3.0,1.0,1936.0,3,0,655.0
2,58.34,2,2.0,5.0,1991.0,9,1,468.12
3,62.0,3,3.0,4.0,1988.0,2,0,510.0
2,50.0,2,2.0,5.0,1992.0,1,0,405.0
2,60.84,3,3.0,2.0,1962.0,5,0,590.0
3,76.06,3,3.5,2.0,1956.0,8,1,540.1
1,13.0,1,1.0,3.0,1973.0,8,1,165.0
2,56.6,3,3.0,2.0,1969.0,1,0,470.0
4,92.0,4,4.0,1.0,1934.0,7,1,1040.0
6,130.3,4,4.0,2.0,1955.0,11,0,1082.04
2,51.24,2,2.0,1.0,1937.0,4,1,409.35
3,64.56,3,3.0,2.0,1963.0,10,0,650.0
2,56.0,2,2.0,5.0,1996.0,3,0,615.0
1,39.11,1,1.0,1.0,1936.0,15,1,570.0
2,59.55,2,2.0,5.0,1995.0,4,0,470.0
4,84.0,3,3.0,9.0,2019.0,14,0,990.0
7,189.0,5,6.0,7.0,2006.0,12,0,2150.0
4,92.29,2,2.5,1.0,1857.0,8,1,910.23
3,70.32,2,2.0,9.0,2019.0,16,1,1137.7
3,74.45,2,2.0,1.0,1900.0,10,0,650.0
6,129.0,3,3.0,8.0,2014.0,7,0,1230.0
6,130.0,3,3.0,2.0,1960.0,8,1,1680.0
2,58.0,2,2.0,1.0,1924.0,14,1,915.0
5,104.7,3,3.0,9.0,2018.0,11,1,1612.0
3,63.65,2,2.5,1.0,1926.0,10,1,592.8
4,82.0,3,3.0,1.0,1938.0,16,1,1865.0
4,84.0,3,3.5,2.0,1967.0,12,0,1190.0
3,65.14,3,3.0,2.0,1957.0,8,0,613.03
3,61.19,2,2.0,2.0,1957.0,4,1,958.0
2,59.0,3,3.0,2.0,1968.0,4,0,366.0
2,50.18,2,2.0,9.0,2017.0,11,0,590.0
4,90.0,4,4.5,2.0,1962.0,10,0,1100.0
3,72.0,3,3.0,3.0,1972.0,14,1,934.0
1,32.0,1,1.0,5.0,1992.0,14,1,1190.0
2,60.57,2,2.0,4.0,1983.0,7,1,569.0
2,50.45,2,2.0,1.0,1929.0,15,1,685.44
1,37.5,1,1.0,5.0,1994.0,4,1,395.0
3,67.0,3,3.0,1.0,1930.0,4,1,509.0
3,61.9,3,3.0,1.0,1950.0,5,0,506.0
3,68.6,3,3.0,1.0,1900.0,4,1,761.0
2,41.29,2,2.0,1.0,1906.0,4,1,297.0
3,63.0,2,2.0,1.0,1909.0,2,1,654.0
3,77.07,2,2.0,1.0,1910.0,2,0,510.0
4,90.4,4,4.0,3.0,1974.0,8,1,1020.8
2,59.0,2,2.0,2.0,1953.0,8,1,470.0
2,58.25,2,2.0,1.0,1900.0,4,1,396.0
2,47.0,2,2.0,1.0,1927.0,4,1,352.0
2,48.21,2,2.0,3.0,1973.0,4,1,475.58
2,47.0,2,2.0,4.0,1985.0,4,0,260.0
5,110.0,5,5.0,9.0,2016.0,8,0,1100.0
2,46.66,2,2.0,1.0,1905.0,4,1,362.0
3,78.8,3,3.0,3.0,1971.0,12,1,1560.0
4,85.0,3,3.0,9.0,2019.0,12,1,1500.0
7,200.0,5,5.0,1.0,1898.0,8,0,1150.0
2,45.44,2,2.0,4.0,1983.0,4,1,499.0
7,170.0,4,4.5,4.0,1989.0,12,0,1850.0
2,60.91,2,2.0,4.0,1982.0,14,0,1113.65
2,46.21,2,2.0,8.0,2013.0,2,0,369.68
2,52.6,2,2.0,5.0,1994.0,4,1,650.0
3,77.26,3,3.0,2.0,1962.0,8,1,515.0
3,64.5,3,3.0,1.0,1930.0,4,1,510.0
6,125.35,3,3.0,2.0,1963.0,8,1,1430.0
3,75.0,3,3.0,5.0,2000.0,7,0,610.0
4,96.0,4,4.0,1.0,1910.0,8,1,800.0
2,49.06,2,2.0,1.0,1923.0,4,1,345.0
2,60.0,3,3.0,2.0,1959.0,2,0,540.0
2,53.03,2,2.0,1.0,1933.0,4,1,385.0
2,58.94,3,3.0,3.0,1976.0,3,0,465.62
5,107.0,4,4.0,1.0,1900.0,4,1,1133.0
2,53.79,2,2.0,4.0,1990.0,1,0,455.0
2,49.0,2,2.0,5.0,1998.0,4,1,343.0
5,118.5,5,5.0,2.0,1968.0,2,0,1050.0
4,87.0,3,3.0,1.0,1895.0,4,0,712.0
5,110.13,5,5.0,1.0,1900.0,15,1,2200.0
3,66.0,2,2.0,1.0,1950.0,4,0,420.0
3,73.01,3,3.0,4.0,1982.0,7,0,685.0
3,62.0,3,3.0,1.0,1900.0,1,0,440.0
3,77.0,2,2.0,2.0,1968.0,15,1,750.0
3,72.21,2,2.0,9.0,2017.0,5,1,1007.85
4,91.62,3,3.0,9.0,2018.0,8,1,1164.0
6,129.39,3,3.5,4.0,1983.0,12,0,1750.0
3,72.0,3,3.0,3.0,1975.0,11,0,900.0
4,93.0,3,3.0,1.0,1912.0,8,1,947.73
2,42.0,1,1.0,3.0,1973.0,8,1,600.0
1,35.0,1,1.5,3.0,1974.0,8,1,314.0
3,75.5,2,2.0,9.0,2017.0,3,0,764.0
2,58.06,2,2.0,1.0,1890.0,4,0,410.0
2,60.0,3,3.0,2.0,1968.0,8,1,895.0
3,69.0,3,3.0,1.0,1920.0,4,0,590.0
3,63.0,3,3.0,1.0,1930.0,2,0,528.1
3,61.07,2,2.0,1.0,1927.0,1,1,499.5
2,47.0,2,2.5,1.0,1947.0,8,1,681.5
3,80.0,3,3.5,2.0,1960.0,14,0,620.0
2,54.12,2,2.0,5.0,1994.0,4,1,663.0
4,88.0,3,3.0,2.0,1969.0,8,0,750.0
2,42.0,2,2.0,3.0,1977.0,14,0,485.0
2,53.79,2,2.0,1.0,1939.0,3,0,474.0
2,60.0,2,2.0,1.0,1898.0,8,0,550.0
3,76.0,2,2.5,5.0,2000.0,12,0,790.0
2,55.41,3,3.0,2.0,1970.0,1,0,471.0
2,54.08,2,2.0,3.0,1979.0,2,0,355.0
6,140.0,3,3.0,3.0,1974.0,8,1,1470.0
5,105.0,4,4.0,2.0,1961.0,8,1,1050.0
7,164.0,4,4.0,8.0,2013.0,14,1,3990.0
2,50.09,2,2.0,2.0,1954.0,4,0,341.11
4,86.0,3,3.0,5.0,1995.0,7,0,805.0
1,33.0,1,1.0,3.0,1972.0,14,1,1220.0
1,30.0,1,1.0,1.0,1900.0,8,1,358.0
2,47.0,2,2.0,8.0,2015.0,14,0,545.0
3,61.0,3,3.0,3.0,1971.0,1,0,397.0
2,47.0,2,2.0,2.0,1961.0,1,0,334.0
4,94.0,4,4.0,3.0,1972.0,8,0,780.0
4,95.0,3,3.0,1.0,1900.0,4,1,1093.0
2,57.29,2,2.0,3.0,1979.0,7,0,537.0
4,93.0,3,3.0,5.0,1995.0,15,1,1380.0
3,62.0,2,2.0,4.0,1986.0,8,0,810.0
3,67.0,3,3.0,2.0,1955.0,7,1,820.0
3,71.75,2,2.0,9.0,2018.0,13,1,1000.93
4,95.0,2,2.0,5.0,1997.0,8,1,1170.0
5,110.0,4,4.0,1.0,1900.0,12,0,885.0
1,26.12,1,1.0,2.0,1957.0,8,1,300.0
2,50.0,2,2.0,4.0,1982.0,4,0,355.0
2,47.38,2,2.0,1.0,1900.0,2,0,425.0
2,50.77,2,2.0,5.0,1992.0,1,0,500.0
2,51.7,2,2.0,1.0,1900.0,4,1,572.0
2,55.0,2,2.5,4.0,1984.0,14,1,780.0
3,65.0,3,3.0,1.0,1935.0,3,1,712.0
3,77.0,3,3.0,1.0,1900.0,1,0,598.0
1,35.0,1,1.0,5.0,1994.0,13,0,610.0
2,60.0,2,2.0,1.0,1930.0,12,1,750.0
2,55.0,2,2.0,5.0,2000.0,12,0,895.0
6,140.0,5,6.0,1.0,1907.0,10,0,1430.0
2,48.0,2,2.0,1.0,1909.0,4,0,340.0
4,83.0,3,3.0,6.0,2005.0,14,0,850.0
3,67.49,2,2.0,9.0,2018.0,15,1,1545.8
6,145.0,3,3.0,4.0,1982.0,12,1,1860.0
2,60.0,2,2.0,3.0,1973.0,16,1,1250.0
2,50.34,2,2.0,9.0,2020.0,15,1,873.28
7,158.0,5,5.0,1.0,1904.0,15,1,2275.0
7,158.0,3,3.0,9.0,2017.0,12,0,2844.0
3,79.83,3,3.5,2.0,1955.0,14,0,940.0
3,78.4,3,3.0,5.0,1993.0,1,0,603.0
3,70.0,3,3.0,1.0,1942.0,8,0,540.0
3,70.0,2,2.0,2.0,1966.0,7,0,880.0
3,67.03,3,3.0,1.0,1910.0,4,1,590.0
2,60.1,3,3.0,3.0,1974.0,4,0,459.0
3,80.0,3,3.0,1.0,1910.0,2,0,585.0
4,95.0,3,3.5,2.0,1956.0,7,1,830.0
1,39.0,1,1.5,2.0,1967.0,13,1,520.0
5,110.0,3,3.5,8.0,2014.0,14,0,900.0
2,44.87,2,2.0,1.0,1938.0,8,0,508.4
3,79.0,3,3.0,5.0,1996.0,4,1,610.0
3,63.17,2,2.0,2.0,1957.0,10,1,665.0
7,155.0,4,4.0,2.0,1970.0,15,1,2150.0
1,26.0,1,1.0,2.0,1965.0,13,0,250.0
3,70.0,2,2.0,4.0,1985.0,14,0,755.0
6,125.0,4,4.0,2.0,1965.0,11,0,950.0
2,43.0,2,2.0,3.0,1972.0,8,1,610.0
5,112.0,3,3.0,9.0,2020.0,8,1,1999.0
1,40.0,2,2.0,1.0,1905.0,12,1,420.0
4,100.0,3,3.0,2.0,1969.0,14,0,800.0
3,79.0,3,3.0,1.0,1920.0,1,0,511.03
3,67.0,3,3.0,4.0,1986.0,2,0,480.0
7,179.47,4,4.0,8.0,2011.0,15,1,3230.47
3,70.42,3,3.0,1.0,1929.0,9,0,489.0
2,55.0,2,2.0,1.0,1900.0,4,1,465.0
2,48.42,2,2.0,1.0,1888.0,4,1,340.0
4,100.0,3,3.0,1.0,1909.0,2,0,775.0
2,60.0,3,3.0,5.0,1995.0,4,1,1050.0
2,60.0,1,1.0,3.0,1972.0,12,0,715.0
3,64.27,3,3.0,4.0,1984.0,4,1,596.0
3,63.0,2,2.0,1.0,1904.0,10,1,900.0
3,70.0,3,3.0,5.0,1995.0,13,0,670.0
2,57.0,2,2.0,2.0,1968.0,13,1,900.0
1,24.0,1,1.0,5.0,1994.0,8,1,285.0
3,65.69,3,3.0,2.0,1958.0,7,1,880.75
2,49.15,2,2.0,2.0,1963.0,2,0,378.58
4,100.0,3,3.0,1.0,1560.0,14,0,1190.0
2,58.0,2,2.0,5.0,1999.0,13,1,765.0
2,54.57,2,2.0,1.0,1929.0,1,0,452.0
3,71.0,3,3.5,5.0,1991.0,8,1,555.0
3,68.0,3,3.0,2.0,1956.0,7,1,654.16
1,36.63,1,1.0,2.0,1963.0,1,0,309.0
3,62.0,2,2.0,2.0,1965.0,8,1,550.0
3,80.0,3,3.5,4.0,1985.0,12,0,600.0
1,31.4,2,2.0,1.0,1905.0,4,1,350.0
2,46.0,2,2.0,2.0,1964.0,4,0,316.0
3,63.0,2,2.0,5.0,1996.0,1,0,370.0
2,45.62,2,2.0,4.0,1986.0,15,1,542.0
3,69.0,2,2.0,9.0,2016.0,14,0,945.0
3,70.0,3,3.0,2.0,1955.0,8,1,700.0
3,64.0,3,3.0,1.0,1900.0,1,0,515.0
2,50.0,2,2.0,4.0,1981.0,12,0,580.0
4,88.0,4,4.0,9.0,2018.0,15,1,1806.0
2,55.0,2,2.0,9.0,2020.0,14,1,760.0
1,26.2,1,1.0,1.0,1905.0,4,1,220.0
3,80.6,3,3.5,2.0,1953.0,12,0,840.0
3,64.0,2,2.0,1.0,1905.0,4,0,460.0
2,41.5,1,1.0,5.0,1992.0,14,1,595.0
4,98.0,3,3.0,9.0,2018.0,12,0,1030.0
3,64.3,4,4.0,3.0,1978.0,1,1,475.0
4,94.19,3,3.0,9.0,2018.0,15,1,1985.49
1,37.8,1,1.0,1.0,1910.0,15,1,489.0
6,128.4,4,4.0,6.0,2004.0,3,0,1686.72
3,62.08,2,2.0,4.0,1990.0,8,1,477.0
4,90.45,3,3.0,5.0,1997.0,8,0,906.96
2,60.0,2,2.0,1.0,1902.0,13,1,1350.0
4,81.0,3,3.0,4.0,1987.0,8,1,785.0
7,218.0,5,6.0,1.0,1948.0,8,1,1740.0
7,167.35,4,4.0,8.0,2013.0,8,1,1883.0
3,70.0,2,2.0,3.0,1973.0,9,1,880.0
4,93.0,3,3.0,9.0,2016.0,11,0,970.0
3,65.92,3,3.0,3.0,1974.0,1,1,495.06
2,53.5,2,2.0,1.0,1902.0,4,0,420.0
4,99.0,3,3.0,2.0,1956.0,12,1,1020.0
4,86.0,4,4.0,2.0,1967.0,14,0,640.0
4,81.0,2,2.0,4.0,1990.0,15,1,1125.0
3,68.1,3,3.0,2.0,1954.0,4,1,518.0
6,140.0,5,5.0,5.0,1998.0,11,0,1600.0
4,92.15,4,4.0,1.0,1938.0,4,0,759.86
3,75.3,3,3.0,1.0,1900.0,4,0,504.0
3,61.0,2,2.0,4.0,1987.0,13,0,725.0
4,92.0,3,3.5,1.0,1861.0,9,1,1250.0
6,144.89,3,3.0,9.0,2018.0,12,0,1640.0
5,117.0,3,3.0,9.0,2019.0,12,0,1450.0
2,58.4,3,3.0,2.0,1960.0,1,0,555.0
2,60.3,3,3.0,1.0,1900.0,4,0,435.35
2,46.17,2,2.0,2.0,1955.0,14,1,525.23
7,186.0,5,6.0,1.0,1889.0,15,1,2650.0
6,140.0,4,4.0,3.0,1980.0,14,0,1120.0
2,57.15,3,3.0,3.0,1974.0,5,0,420.0
3,67.0,2,2.0,3.0,1974.0,14,0,520.0
1,32.01,1,1.0,3.0,1973.0,7,1,390.2
5,108.67,4,4.0,1.0,1877.0,4,1,1227.97
1,26.0,1,1.0,5.0,1993.0,8,1,426.0
4,91.92,3,3.0,9.0,2019.0,15,1,1884.36
5,105.21,2,2.0,9.0,2017.0,14,1,2805.11
3,80.0,3,3.0,2.0,1960.0,8,1,933.0
3,61.0,2,2.0,1.0,1935.0,8,1,579.0
1,32.82,1,1.0,1.0,1920.0,8,1,251.0
3,76.0,2,2.0,7.0,2010.0,12,1,1060.0
1,34.0,1,1.0,1.0,1895.0,8,1,515.0
2,50.0,2,2.0,1.0,1950.0,13,1,685.0
2,52.76,3,3.5,2.0,1958.0,8,1,506.0
3,75.0,3,3.0,4.0,1985.0,11,1,860.0
4,82.0,2,2.0,1.0,1950.0,6,0,720.0
3,70.32,3,3.0,2.0,1959.0,8,1,675.85
3,67.0,3,3.0,1.0,1902.0,4,0,550.0
5,119.87,4,4.0,6.0,2001.0,14,0,1985.0
2,53.6,2,2.0,1.0,1930.0,2,1,438.0
5,106.75,3,3.0,9.0,2018.0,13,1,1537.97
3,80.0,3,3.0,3.0,1980.0,13,0,610.0
5,115.7,4,4.0,4.0,1983.0,4,1,689.0
3,70.0,3,3.0,1.0,1905.0,4,1,655.0
3,72.87,2,2.0,1.0,1927.0,12,1,863.85
4,90.0,4,4.0,1.0,1900.0,2,0,550.0
4,86.38,3,3.0,5.0,1996.0,13,0,658.17
6,129.91,4,4.5,1.0,1924.0,8,1,1275.0
2,59.0,3,3.0,7.0,2010.0,8,0,577.0
2,50.0,2,2.0,1.0,1905.0,4,1,445.0
7,164.0,4,4.0,7.0,2006.0,13,0,1900.0
3,61.51,2,2.0,1.0,1930.0,4,1,526.0
1,28.26,1,1.0,1.0,1910.0,4,0,235.0
2,49.37,2,2.0,5.0,1996.0,4,1,362.0
5,108.0,3,3.5,1.0,1920.0,8,0,830.0
2,49.0,2,2.0,2.0,1955.0,14,1,675.0
2,47.01,2,2.0,1.0,1907.0,4,1,397.0
4,84.0,3,3.0,6.0,2003.0,7,0,870.0
3,78.0,3,3.0,2.0,1964.0,8,1,801.6
5,103.1,3,3.0,9.0,2017.0,4,1,1200.0
3,80.27,3,3.0,2.0,1959.0,7,0,560.0
3,65.0,3,3.0,2.0,1965.0,11,0,530.0
3,63.0,2,2.5,2.0,1958.0,8,1,570.0
1,36.0,2,2.0,3.0,1978.0,13,0,580.0
3,73.58,3,3.0,5.0,1993.0,8,1,601.14
3,63.0,2,2.0,9.0,2019.0,15,1,1350.0
2,46.0,2,2.0,1.0,1900.0,1,1,383.0
3,70.38,3,3.0,2.0,1965.0,16,1,899.0
4,90.0,3,3.0,3.0,1976.0,11,0,545.0
2,51.0,2,2.0,5.0,1998.0,4,0,380.0
2,55.0,3,3.0,3.0,1972.0,8,0,570.0
2,47.28,2,2.0,2.0,1961.0,4,0,321.97
2,51.95,2,2.0,8.0,2015.0,16,1,824.0
3,72.5,3,3.0,9.0,2019.0,15,1,1667.5
2,56.53,3,3.0,2.0,1966.0,1,0,418.9
2,44.0,2,2.5,1.0,1932.0,8,1,417.0
5,107.0,3,3.0,8.0,2013.0,4,1,1444.5
4,89.0,4,4.0,1.0,1929.0,4,1,740.0
3,64.44,3,3.0,3.0,1975.0,4,1,499.99
2,54.04,2,2.0,5.0,1996.0,5,0,589.32
2,59.0,2,2.5,5.0,1997.0,8,0,610.0
1,30.0,1,1.0,9.0,2017.0,8,1,610.0
2,48.51,2,2.0,1.0,1937.0,5,0,455.0
1,40.69,1,1.0,1.0,1897.0,15,1,611.0
7,165.89,4,4.0,9.0,2019.0,12,1,2410.0
4,84.0,3,3.0,5.0,1995.0,14,0,1030.0
3,68.04,3,3.0,1.0,1905.0,4,1,480.0
3,61.75,3,3.0,2.0,1953.0,4,0,525.0
5,109.0,3,3.5,9.0,2018.0,14,0,1095.0
3,69.0,3,3.0,5.0,1998.0,4,0,668.0
3,64.2,2,2.0,2.0,1962.0,10,0,732.0
5,111.0,4,4.0,2.0,1968.0,8,1,1000.0
3,75.0,3,3.0,5.0,1998.0,14,0,1195.0
3,76.65,3,3.5,2.0,1961.0,13,0,750.0
3,80.0,3,3.0,1.0,1920.0,4,1,930.0
4,97.77,3,3.0,9.0,2019.0,1,1,1271.0
3,70.08,2,2.0,9.0,2019.0,4,1,808.73
2,53.85,3,3.0,2.0,1954.0,8,0,500.0
3,67.24,3,3.0,2.0,1958.0,5,0,475.0
3,68.0,3,3.0,1.0,1912.0,8,1,535.0
3,73.42,2,2.0,1.0,1900.0,4,1,564.0
3,73.3,3,3.5,9.0,2018.0,14,0,780.0
1,25.0,1,1.0,1.0,1906.0,10,0,338.0
2,52.0,2,2.0,2.0,1954.0,8,1,405.0
5,103.0,3,3.0,2.0,1969.0,11,0,1000.0
2,56.0,2,2.0,9.0,2016.0,8,0,450.0
2,50.7,2,2.0,3.0,1978.0,4,1,449.0
2,57.0,2,2.0,3.0,1976.0,7,1,516.0
7,155.0,4,4.0,5.0,1999.0,13,0,2480.0
2,41.2,2,2.0,3.0,1974.0,1,0,298.0
1,30.0,2,2.0,5.0,1991.0,8,1,375.0
3,78.0,3,3.0,2.0,1969.0,8,0,660.0
1,40.0,2,2.0,2.0,1955.0,8,1,415.0
3,65.41,2,2.0,9.0,2019.0,15,1,1275.0
4,85.0,3,3.0,8.0,2014.0,8,0,1008.0
4,84.77,3,3.0,5.0,1997.0,15,1,1014.0
5,120.0,4,4.0,9.0,2018.0,4,1,1525.0
3,77.04,2,2.5,1.0,1920.0,4,0,609.0
3,63.0,1,1.0,5.0,1991.0,13,0,550.0
4,100.0,3,3.0,5.0,1999.0,12,0,680.0
3,80.0,3,3.0,5.0,1999.0,16,1,1075.0
2,60.0,2,2.0,2.0,1963.0,8,1,560.0
6,133.0,3,3.0,7.0,2008.0,12,1,2460.0
1,11.0,1,1.0,3.0,1972.0,12,1,265.0
2,59.0,2,2.0,3.0,1972.0,15,1,609.33
4,92.0,2,2.0,1.0,1948.0,12,0,908.4
6,123.0,4,4.0,1.0,1929.0,8,1,1780.0
