livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,baseRent
4,90.0,3,3.0,7.0,2006.0,13,1,1690.0
1,31.81,1,1.0,3.0,1973.0,1,1,171.77
2,50.0,2,2.0,1.0,1939.0,1,0,300.0
3,68.23,3,3.0,1.0,1935.0,8,1,545.0
2,49.0,2,2.0,1.0,1900.0,8,1,294.0
3,67.7,3,3.0,2.0,1957.0,7,0,460.36
3,64.0,3,3.0,1.0,1930.0,4,1,370.0
1,37.0,1,1.0,5.0,1994.0,8,0,295.0
3,67.0,3,3.0,2.0,1959.0,8,1,469.0
1,26.0,1,1.0,9.0,2016.0,13,1,690.0
3,74.0,3,3.0,3.0,1972.0,7,0,435.0
3,72.15,3,3.0,5.0,1995.0,14,1,700.0
3,65.0,2,2.0,2.0,1957.0,12,0,470.0
3,67.0,3,3.0,2.0,1970.0,7,0,390.0
4,84.0,3,3.0,2.0,1967.0,8,1,740.0
3,68.48,3,3.0,1.0,1950.0,14,0,346.64
4,98.0,4,4.0,1.0,1912.0,13,1,980.0
4,98.0,2,2.0,5.0,2000.0,12,1,1899.0
3,68.0,2,2.5,1.0,1923.0,8,1,380.0
3,62.62,2,2.0,1.0,1949.0,8,1,465.0
4,90.39,3,3.0,1.0,1888.0,4,0,612.0
1,39.6,1,1.0,5.0,1993.0,14,1,1050.0
2,60.0,2,2.0,3.0,1973.0,8,1,348.0
3,72.98,3,3.5,2.0,1966.0,8,0,407.6
2,48.69,2,2.0,3.0,1975.0,5,0,321.35
4,94.0,3,3.5,4.0,1988.0,11,0,700.0
3,69.8,3,3.0,2.0,1959.0,14,1,1740.0
7,218.84,5,6.0,1.0,1914.0,4,1,1862.5
5,103.0,3,3.0,1.0,1886.0,2,1,850.0
2,44.56,2,2.0,1.0,1920.0,13,1,650.0
4,87.0,3,3.5,9.0,2017.0,12,0,1050.0
3,73.0,2,2.0,1.0,1889.0,5,0,400.0
1,32.5,1,1.0,3.0,1971.0,3,0,160.0
3,74.84,3,3.0,4.0,1984.0,8,1,630.0
2,46.5,2,2.0,1.0,1935.0,4,1,245.0
4,82.0,3,3.0,4.0,1982.0,7,1,715.0
2,51.46,2,2.0,2.0,1954.0,8,0,283.21
3,66.0,3,3.5,2.0,1954.0,8,0,410.0
3,65.8,3,3.0,4.0,1982.0,1,0,379.38
2,45.0,2,2.0,2.0,1968.0,3,0,245.27
5,118.0,4,4.0,4.0,1982.0,14,1,1440.0
2,51.0,3,3.0,1.0,1937.0,4,1,300.0
7,164.0,5,5.0,1.0,1910.0,15,1,1880.0
4,94.0,3,3.5,5.0,1994.0,8,0,620.0
3,62.0,2,2.0,8.0,2011.0,7,0,500.0
2,50.28,2,2.0,4.0,1988.0,5,0,290.0
2,55.0,2,2.0,1.0,1926.0,1,0,286.0
5,114.27,3,3.5,9.0,2017.0,8,1,959.0
3,62.0,2,2.0,1.0,1910.0,8,1,458.8
4,86.5,2,2.0,5.0,1998.0,12,1,720.0
2,43.5,1,1.0,5.0,2000.0,4,0,265.0
3,67.73,3,3.0,4.0,1989.0,4,1,281.0
3,70.4,3,3.0,4.0,1986.0,4,0,140.1
2,53.7,2,2.0,9.0,2016.0,15,1,608.42
2,55.8,3,3.0,3.0,1975.0,4,0,224.87
5,103.5,4,4.0,9.0,2019.0,13,1,1660.0
1,34.0,1,1.0,2.0,1958.0,15,1,283.25
4,89.32,4,4.0,3.0,1980.0,4,1,475.0
3,80.0,3,3.0,2.0,1952.0,12,1,890.0
1,33.3,1,1.0,2.0,1956.0,11,1,420.0
3,66.35,3,3.0,1.0,1928.0,4,0,398.0
2,50.28,1,1.0,3.0,1980.0,5,0,230.0
4,87.57,4,4.0,1.0,1900.0,4,1,438.0
2,57.47,2,2.0,1.0,1920.0,15,1,750.0
5,105.0,3,3.0,9.0,2017.0,13,0,975.0
2,50.5,2,2.0,1.0,1908.0,4,0,277.0
4,90.0,3,3.0,1.0,1910.0,4,1,585.0
3,62.77,3,3.0,1.0,1905.0,4,1,410.0
2,50.98,2,2.0,5.0,1996.0,2,0,237.06
2,59.4,3,3.0,2.0,1969.0,4,0,332.64
2,57.0,2,2.0,7.0,2010.0,13,1,650.0
1,35.92,1,1.0,1.0,1890.0,4,0,172.0
3,70.0,3,3.0,3.0,1973.0,8,1,735.0
2,54.31,2,2.0,5.0,1994.0,4,1,397.12
2,57.79,3,3.0,2.0,1962.0,5,0,267.0
4,85.5,3,3.0,1.0,1950.0,8,0,740.0
5,120.0,3,3.0,1.0,1939.0,16,1,1700.0
3,71.0,3,3.0,2.0,1962.0,13,0,480.0
3,75.0,3,3.0,1.0,1900.0,11,1,690.0
5,120.0,3,3.0,1.0,1889.0,7,0,960.0
4,90.0,2,2.5,3.0,1972.0,14,0,450.0
1,37.4,1,1.0,1.0,1920.0,15,1,344.21
2,46.25,2,2.0,1.0,1908.0,2,1,421.67
6,128.9,5,5.0,9.0,2019.0,4,1,1340.56
3,79.94,3,3.0,1.0,1935.0,5,0,479.64
1,39.53,2,2.0,1.0,1886.0,3,0,276.71
3,65.0,2,2.5,2.0,1961.0,13,0,541.3
2,54.72,1,1.0,9.0,2018.0,14,1,1000.0
3,67.36,3,3.0,4.0,1982.0,10,0,440.0
2,55.0,2,2.0,1.0,1912.0,4,0,285.0
2,56.4,2,2.0,5.0,1995.0,13,0,600.0
4,91.0,2,2.0,5.0,1999.0,11,0,550.0
2,57.5,3,3.0,2.0,1961.0,1,0,304.75
7,166.2,4,4.0,9.0,2016.0,4,1,1662.0
2,51.59,2,2.0,8.0,2015.0,15,1,1450.0
4,83.58,3,3.0,9.0,2020.0,14,0,1086.54
2,60.0,2,2.5,3.0,1976.0,3,0,600.0
5,108.68,3,3.5,9.0,2019.0,14,0,1080.0
3,71.0,2,2.0,1.0,1928.0,8,1,625.0
2,53.9,2,2.0,1.0,1910.0,4,1,371.0
2,54.0,2,2.0,6.0,2002.0,14,0,680.0
5,111.0,3,3.5,2.0,1968.0,13,0,1049.0
2,53.09,2,2.0,1.0,1930.0,2,0,276.07
2,50.51,2,2.0,3.0,1978.0,4,0,252.55
2,51.0,2,2.0,5.0,1998.0,13,1,600.0
1,40.0,2,2.0,1.0,1900.0,4,1,360.0
2,53.4,2,2.0,3.0,1974.0,7,0,374.0
5,101.0,2,2.0,5.0,1994.0,4,1,720.0
5,106.0,4,4.0,7.0,2006.0,8,0,690.0
3,79.26,2,2.0,8.0,2014.0,8,1,1300.0
5,114.0,2,2.0,6.0,2003.0,12,1,2190.0
1,31.0,1,1.0,9.0,2017.0,4,1,474.3
1,21.8,1,1.0,9.0,2018.0,15,1,579.1
2,58.0,3,3.0,3.0,1975.0,4,0,292.0
5,118.0,4,4.0,7.0,2008.0,4,1,1000.0
2,60.0,3,3.0,3.0,1976.0,8,1,540.0
6,125.0,4,4.5,4.0,1986.0,13,0,950.0
5,117.44,4,4.0,9.0,2019.0,16,1,1245.0
5,113.0,3,3.0,8.0,2014.0,8,0,1695.0
2,60.7,2,2.0,2.0,1956.0,8,0,420.0
2,42.0,1,1.0,5.0,1998.0,10,0,535.0
2,56.0,2,2.0,1.0,1902.0,4,1,365.0
6,150.0,4,4.0,1.0,1902.0,8,1,990.0
4,97.0,3,3.0,9.0,2019.0,13,0,1490.0
6,136.0,4,4.0,3.0,1976.0,7,1,1170.0
2,50.9,2,2.0,2.0,1965.0,1,0,265.0
3,75.0,3,3.5,2.0,1968.0,8,1,555.0
2,60.7,3,3.0,2.0,1963.0,7,0,400.0
2,55.0,2,2.0,1.0,1905.0,4,0,220.0
3,66.96,2,2.5,1.0,1933.0,4,1,450.0
3,67.59,3,3.0,5.0,1994.0,5,0,540.0
3,77.0,3,3.0,1.0,1899.0,4,0,385.0
2,41.0,2,2.0,3.0,1974.0,14,1,800.0
2,54.77,2,2.0,1.0,1895.0,15,1,515.0
5,110.0,4,4.0,6.0,2001.0,14,0,870.0
3,67.23,3,3.0,1.0,1900.0,4,0,320.0
2,60.27,2,2.0,4.0,1990.0,4,1,247.0
5,103.9,3,3.0,9.0,2017.0,4,1,1090.0
6,144.51,4,4.0,4.0,1986.0,4,1,1188.0
4,89.7,3,3.0,9.0,2017.0,13,0,807.3
1,30.0,1,1.0,1.0,1896.0,4,1,190.0
3,61.54,3,3.0,4.0,1982.0,4,0,240.0
3,73.41,2,2.0,9.0,2018.0,4,1,771.0
4,85.0,4,4.0,5.0,1998.0,1,1,580.0
6,150.28,4,4.5,8.0,2015.0,8,1,1999.0
1,33.23,1,1.0,2.0,1967.0,8,1,300.0
3,69.0,2,2.0,2.0,1969.0,8,0,460.0
3,66.0,3,3.0,1.0,1890.0,4,0,279.0
2,54.0,3,3.0,1.0,1905.0,4,0,240.0
3,68.54,3,3.0,4.0,1985.0,15,1,629.0
6,129.0,4,4.0,5.0,1993.0,13,0,800.0
1,40.1,1,1.0,2.0,1967.0,15,1,401.0
6,128.0,3,3.0,5.0,1995.0,1,0,850.0
2,52.0,2,2.0,5.0,1996.0,4,0,360.0
3,73.03,3,3.0,5.0,1995.0,5,0,799.0
4,91.0,4,4.0,4.0,1983.0,4,1,420.0
2,54.0,2,2.0,5.0,1991.0,12,0,470.0
2,54.46,2,2.0,1.0,1914.0,4,1,250.0
5,120.38,4,4.0,2.0,1961.0,4,1,722.0
5,109.4,4,4.0,1.0,1900.0,4,1,870.0
5,110.0,4,4.0,4.0,1984.0,8,0,750.0
2,50.49,2,2.0,1.0,1939.0,4,1,348.38
2,41.0,2,2.0,1.0,1895.0,4,1,310.0
5,103.55,3,3.0,1.0,1848.0,8,0,930.0
2,59.67,3,3.0,3.0,1974.0,1,0,360.0
1,25.0,1,1.0,3.0,1973.0,2,0,166.0
3,74.0,2,2.5,2.0,1951.0,7,1,690.0
5,108.38,3,3.5,9.0,2019.0,8,1,1138.0
4,100.0,2,2.0,1.0,1900.0,3,0,690.0
3,65.27,3,3.0,2.0,1962.0,8,1,376.0
3,62.13,2,2.0,5.0,1996.0,4,0,315.0
3,71.6,2,2.0,3.0,1976.0,8,0,359.83
2,49.0,2,2.0,2.0,1966.0,4,0,275.0
1,40.0,2,2.0,9.0,2017.0,8,1,415.0
3,67.6,3,3.0,1.0,1900.0,4,1,540.0
4,84.0,3,3.0,9.0,2018.0,12,0,750.0
3,80.43,3,3.5,4.0,1984.0,8,1,545.0
3,64.49,4,4.0,4.0,1985.0,1,0,325.0
4,90.88,3,3.0,9.0,2018.0,8,0,675.0
3,65.0,2,2.0,1.0,1920.0,8,1,800.0
2,45.0,2,2.0,5.0,1992.0,14,0,775.0
3,69.25,3,3.0,4.0,1981.0,4,1,312.0
3,64.0,2,2.0,8.0,2015.0,7,0,592.0
2,58.0,3,3.0,1.0,1925.0,7,1,800.0
1,40.91,2,2.0,3.0,1973.0,3,0,220.0
4,90.0,3,3.0,3.0,1980.0,8,1,2000.0
2,53.0,2,2.5,1.0,1950.0,8,1,315.0
4,85.0,3,3.0,1.0,1900.0,12,1,1250.0
3,70.0,3,3.0,2.0,1962.0,8,1,370.0
3,77.7,2,2.0,1.0,1935.0,6,0,450.66
1,35.0,1,1.0,5.0,1996.0,4,0,175.0
2,57.83,2,2.0,1.0,1892.0,4,0,289.0
3,66.83,2,2.0,5.0,1992.0,7,1,542.0
1,30.0,1,1.0,2.0,1965.0,13,1,585.0
3,63.57,2,2.0,5.0,1994.0,4,1,340.0
1,27.7,1,1.0,5.0,1996.0,4,0,225.0
3,70.0,3,3.0,1.0,1873.0,5,0,380.0
6,125.0,3,3.5,9.0,2017.0,13,0,1460.0
2,52.0,3,3.0,1.0,1933.0,1,0,281.0
2,49.5,2,2.0,2.0,1966.0,4,0,258.0
3,73.83,3,3.0,2.0,1963.0,8,0,360.0
4,94.28,5,5.0,2.0,1956.0,8,1,400.0
2,49.55,2,2.0,9.0,2019.0,15,1,792.0
5,107.0,4,4.0,9.0,2018.0,16,1,1230.0
7,183.0,5,6.0,6.0,2001.0,13,1,2050.0
1,26.0,1,1.0,1.0,1900.0,4,0,185.0
4,90.0,4,4.0,1.0,1890.0,1,0,450.0
1,27.0,1,1.0,3.0,1973.0,11,0,270.0
3,79.5,3,3.5,3.0,1978.0,8,1,495.0
3,68.14,3,3.0,4.0,1985.0,4,1,367.96
4,92.0,3,3.0,2.0,1958.0,14,0,1250.0
2,45.0,2,2.0,4.0,1981.0,12,0,300.0
2,47.49,1,1.5,2.0,1952.0,8,1,349.0
3,63.7,3,3.0,4.0,1982.0,4,1,312.0
5,107.7,4,4.0,1.0,1939.0,8,1,750.0
4,99.0,4,4.0,7.0,2007.0,13,1,1290.0
5,110.0,4,4.5,2.0,1969.0,8,0,750.0
1,38.17,1,1.5,1.0,1900.0,4,0,225.2
4,92.0,3,3.0,9.0,2018.0,12,0,1245.0
7,210.0,5,5.0,1.0,1905.0,16,1,4200.0
4,89.13,3,3.0,9.0,2018.0,3,0,980.43
2,58.0,2,2.0,5.0,2000.0,8,1,610.0
2,41.54,2,2.0,1.0,1950.0,5,0,270.0
2,53.0,1,1.0,5.0,1998.0,14,0,600.0
4,87.0,3,3.0,5.0,1997.0,4,0,435.0
3,76.0,3,3.0,5.0,1992.0,13,1,900.0
5,112.0,5,5.0,1.0,1950.0,8,1,580.0
3,61.0,2,2.5,4.0,1981.0,8,1,575.0
3,68.0,2,2.5,1.0,1900.0,14,0,410.0
2,45.67,1,1.5,1.0,1911.0,4,0,332.0
2,60.0,2,2.0,2.0,1960.0,8,1,419.0
2,56.0,2,2.0,8.0,2013.0,7,0,505.0
3,64.68,2,2.0,1.0,1910.0,1,1,355.74
3,72.89,3,3.0,1.0,1927.0,1,1,437.34
7,183.59,4,4.5,8.0,2013.0,12,0,1260.0
4,84.0,3,3.0,1.0,1904.0,4,1,500.0
5,119.0,4,4.0,1.0,1902.0,8,1,800.0
3,61.25,3,3.0,3.0,1973.0,8,0,400.0
3,76.96,3,3.0,5.0,1992.0,8,0,363.33
3,63.0,2,2.5,1.0,1900.0,4,1,400.0
3,65.0,2,2.5,3.0,1978.0,8,0,410.0
5,111.0,4,4.0,1.0,1936.0,1,0,540.0
2,56.6,2,2.0,1.0,1910.0,8,1,272.0
2,45.47,1,1.0,5.0,1995.0,4,1,335.0
2,46.41,1,1.0,1.0,1904.0,4,1,277.0
2,50.9,2,2.0,5.0,1997.0,12,0,450.0
2,46.86,2,2.0,1.0,1915.0,2,1,355.0
2,54.0,2,2.0,1.0,1900.0,4,0,230.0
4,95.0,3,3.5,1.0,1890.0,12,1,1500.0
3,72.0,3,3.0,3.0,1975.0,7,0,360.0
3,71.0,3,3.0,1.0,1905.0,4,1,649.0
2,48.0,2,2.0,7.0,2008.0,8,1,500.0
3,68.0,2,2.0,2.0,1968.0,7,1,580.0
2,59.39,2,2.0,2.0,1969.0,15,1,504.0
4,82.5,2,2.0,9.0,2017.0,14,0,1600.0
4,82.04,3,3.0,7.0,2008.0,13,1,905.0
4,86.58,3,3.0,1.0,1910.0,4,1,558.0
3,61.0,3,3.0,2.0,1962.0,8,1,350.0
5,110.59,3,3.0,8.0,2013.0,14,1,1850.0
2,56.43,3,3.0,2.0,1953.0,14,0,340.0
2,53.0,2,2.5,5.0,1995.0,2,0,290.0
7,156.0,4,4.0,8.0,2015.0,12,0,2070.0
2,59.8,2,2.0,2.0,1958.0,1,0,353.0
2,42.61,1,1.0,2.0,1967.0,7,0,319.58
1,27.69,1,1.0,5.0,1998.0,4,1,263.0
3,74.15,3,3.0,3.0,1971.0,8,1,546.0
3,67.87,3,3.0,9.0,2020.0,3,0,600.0
3,78.94,3,3.0,1.0,1925.0,10,0,450.0
4,87.0,3,3.0,3.0,1973.0,8,1,650.0
6,128.87,3,3.0,8.0,2015.0,8,1,1580.0
2,47.0,2,2.0,5.0,1996.0,4,1,335.0
1,32.0,1,1.0,5.0,1993.0,8,1,300.0
3,79.5,3,3.0,1.0,1912.0,13,0,840.0
2,48.0,2,2.0,1.0,1920.0,4,1,350.0
2,49.71,2,2.0,3.0,1973.0,7,1,418.06
3,71.4,3,3.0,1.0,1910.0,7,1,599.0
3,68.59,3,3.0,1.0,1925.0,8,1,790.0
2,48.35,2,2.0,2.0,1963.0,1,0,306.0
2,42.75,2,2.0,2.0,1953.0,15,1,365.51
4,83.05,3,3.0,9.0,2018.0,6,0,795.0
3,78.0,3,3.0,6.0,2003.0,8,1,850.0
7,181.2,3,3.0,1.0,1900.0,4,1,1630.0
3,79.0,3,3.0,9.0,2016.0,8,1,1200.0
2,45.45,2,2.0,1.0,1902.0,4,0,245.5
2,56.5,2,2.0,9.0,2018.0,4,1,586.9
2,53.5,2,2.0,5.0,1996.0,4,0,240.0
3,63.94,3,3.0,2.0,1965.0,13,0,362.93
4,90.0,3,3.0,9.0,2019.0,11,0,765.0
7,198.0,5,6.0,1.0,1890.0,14,1,5000.0
3,74.21,3,3.0,2.0,1954.0,7,1,745.0
1,40.94,2,2.0,4.0,1982.0,3,0,255.0
3,75.0,3,3.5,3.0,1971.0,8,1,395.0
1,39.42,1,1.0,2.0,1965.0,10,1,315.36
3,73.0,3,3.0,3.0,1972.0,8,1,410.0
3,80.0,3,3.0,4.0,1984.0,12,1,1000.0
5,110.0,4,4.5,1.0,1914.0,8,0,655.0
1,24.0,1,1.0,5.0,1995.0,1,0,184.0
5,120.0,4,4.0,5.0,1993.0,7,0,550.0
3,62.0,3,3.0,2.0,1956.0,7,1,600.0
2,45.97,2,2.0,5.0,1997.0,4,1,249.0
1,38.0,1,1.0,8.0,2012.0,12,0,600.0
1,28.0,1,1.0,4.0,1984.0,14,1,1100.0
3,70.05,3,3.5,2.0,1959.0,8,1,472.84
4,82.0,3,3.0,9.0,2019.0,14,1,1558.0
3,79.03,3,3.0,2.0,1958.0,4,1,375.0
3,71.46,3,3.5,2.0,1967.0,8,1,500.0
2,42.99,1,1.0,3.0,1978.0,15,1,350.44
3,72.0,2,2.0,9.0,2017.0,13,1,1390.0
2,52.6,2,2.0,5.0,1993.0,1,0,240.0
3,69.0,2,2.5,6.0,2002.0,14,1,1370.0
2,49.0,2,2.0,7.0,2010.0,2,0,330.0
3,61.12,2,2.0,3.0,1973.0,7,0,355.0
2,58.3,3,3.0,8.0,2014.0,12,0,645.0
3,64.92,4,4.0,3.0,1979.0,1,0,285.65
4,93.8,3,3.0,9.0,2018.0,12,1,1080.0
4,90.0,3,3.0,8.0,2012.0,7,1,1190.0
2,56.0,2,2.0,3.0,1980.0,4,0,269.0
4,86.26,3,3.0,5.0,1999.0,1,1,680.0
1,33.0,1,1.0,2.0,1960.0,14,1,925.0
1,35.0,1,1.0,2.0,1965.0,14,0,180.0
3,73.5,2,2.0,9.0,2019.0,8,0,590.0
3,68.0,3,3.0,1.0,1900.0,1,0,320.0
2,48.57,2,2.0,4.0,1989.0,4,1,225.15
2,53.67,2,2.5,4.0,1990.0,12,0,540.0
4,86.0,3,3.0,5.0,1999.0,8,0,540.0
3,68.0,3,3.0,2.0,1970.0,8,1,410.0
2,47.8,2,2.0,1.0,1910.0,4,1,232.0
3,77.0,3,3.0,5.0,1998.0,3,0,420.0
3,66.0,2,2.0,1.0,1925.0,4,1,400.0
3,66.06,3,3.5,4.0,1982.0,8,0,443.0
2,46.0,2,2.0,1.0,1910.0,4,1,340.0
3,76.0,3,3.0,1.0,1905.0,1,1,382.0
3,75.0,2,2.0,3.0,1976.0,14,1,1800.0
4,100.0,3,3.0,1.0,1890.0,12,0,740.0
2,59.0,2,2.0,5.0,1995.0,4,1,410.0
1,26.0,1,1.0,9.0,2017.0,12,0,500.0
3,70.0,2,2.0,4.0,1986.0,12,1,690.0
2,54.17,2,2.5,1.0,1929.0,10,1,442.03
5,105.0,3,3.0,9.0,2018.0,10,0,980.0
4,84.16,3,3.5,5.0,1999.0,8,1,550.0
4,100.0,4,4.0,5.0,1995.0,2,0,400.0
2,50.58,3,3.0,2.0,1959.0,11,0,300.0
2,49.0,2,2.0,1.0,1900.0,4,1,245.0
2,57.93,3,3.0,2.0,1969.0,4,0,290.0
3,67.38,3,3.0,1.0,1900.0,4,1,595.0
2,44.89,1,1.0,2.0,1953.0,1,1,291.79
7,152.67,4,4.0,9.0,2019.0,4,1,1221.36
4,87.0,3,3.0,1.0,1898.0,14,1,1435.5
2,56.1,3,3.0,3.0,1972.0,4,0,286.0
4,100.0,3,3.0,1.0,1908.0,8,0,650.0
4,95.0,4,4.0,5.0,1995.0,7,0,570.0
2,60.1,2,2.0,1.0,1900.0,4,1,330.0
2,60.0,2,2.0,5.0,1994.0,4,1,980.0
3,74.0,3,3.0,4.0,1989.0,5,0,520.0
4,94.5,3,3.0,2.0,1963.0,8,1,660.0
3,61.0,3,3.0,1.0,1920.0,8,0,366.0
2,60.17,2,2.0,8.0,2015.0,4,1,699.18
3,62.24,3,3.0,2.0,1957.0,7,0,592.0
1,36.91,1,1.0,1.0,1600.0,4,0,285.0
3,78.89,3,3.0,1.0,1908.0,4,1,495.43
2,60.0,2,2.0,1.0,1905.0,4,1,320.0
3,63.46,2,2.0,5.0,1997.0,14,0,690.0
3,68.0,2,2.5,3.0,1978.0,14,1,2100.0
3,77.0,3,3.0,1.0,1936.0,13,1,500.0
4,87.0,3,3.0,4.0,1985.0,11,0,400.0
1,27.0,1,1.0,1.0,1914.0,8,1,290.0
4,85.0,3,3.0,3.0,1975.0,8,0,500.0
3,67.5,2,2.0,1.0,1925.0,8,1,450.0
5,102.0,3,3.5,5.0,1995.0,8,1,900.0
4,84.0,2,2.0,1.0,1906.0,2,0,492.0
3,68.52,2,2.5,6.0,2001.0,8,1,393.5
5,102.36,4,4.0,3.0,1976.0,8,0,551.0
3,61.0,3,3.0,2.0,1960.0,6,0,305.0
3,77.0,3,3.0,3.0,1972.0,7,0,805.0
2,42.0,2,2.0,4.0,1987.0,8,1,320.0
2,58.5,3,3.0,6.0,2005.0,2,0,265.0
2,55.0,2,2.0,5.0,1997.0,8,1,450.0
3,64.0,3,3.0,1.0,1941.0,1,0,337.0
4,97.53,3,3.0,6.0,2004.0,8,1,938.0
2,48.66,2,2.0,2.0,1970.0,8,1,310.0
2,45.22,2,2.0,2.0,1967.0,4,0,230.0
2,55.0,2,2.0,1.0,1926.0,9,0,372.0
2,53.0,1,1.0,5.0,1995.0,8,0,600.0
3,64.0,2,2.0,3.0,1972.0,8,1,448.0
2,45.0,1,1.0,3.0,1972.0,13,0,510.0
3,76.2,3,3.0,2.0,1955.0,14,0,641.0
2,51.9,2,2.0,1.0,1939.0,7,1,449.0
2,56.0,3,3.0,6.0,2001.0,3,0,540.0
3,61.72,3,3.0,2.0,1963.0,8,1,512.28
1,30.62,1,1.0,5.0,1995.0,4,1,230.0
3,65.44,3,3.0,3.0,1975.0,3,0,510.43
7,175.0,4,4.0,7.0,2010.0,14,0,1950.0
2,56.31,2,2.0,8.0,2015.0,8,0,450.0
1,40.0,2,2.0,5.0,1992.0,8,1,350.0
4,88.0,3,3.0,9.0,2017.0,12,0,1115.0
2,54.0,2,2.0,3.0,1973.0,12,1,435.0
4,91.7,4,4.0,1.0,1928.0,8,1,480.0
2,44.0,2,2.0,4.0,1986.0,8,0,400.0
2,58.5,2,2.0,4.0,1982.0,1,1,320.0
7,154.38,4,4.0,1.0,1900.0,4,1,1853.0
1,40.0,2,2.0,1.0,1910.0,1,0,210.0
3,77.0,2,2.5,1.0,1890.0,15,1,1200.0
6,141.5,2,2.0,9.0,2016.0,15,1,2999.0
5,108.0,4,4.5,4.0,1982.0,14,0,950.0
3,65.99,2,2.0,2.0,1956.0,3,0,365.58
5,101.01,3,3.0,5.0,1992.0,14,0,790.0
5,113.0,4,4.5,3.0,1980.0,12,1,900.0
2,58.15,3,3.0,2.0,1960.0,1,0,375.0
3,74.0,3,3.0,9.0,2018.0,10,0,814.0
2,59.67,2,2.0,2.0,1958.0,2,0,310.0
5,110.0,2,2.0,5.0,1996.0,12,0,670.0
2,57.0,2,2.0,2.0,1966.0,8,1,650.0
3,77.7,3,3.0,9.0,2019.0,4,1,647.0
3,65.0,2,2.0,1.0,1931.0,8,1,800.0
1,40.0,1,1.0,4.0,1984.0,14,1,735.0
3,78.0,3,3.0,1.0,1900.0,4,0,350.0
1,37.39,1,1.0,1.0,1902.0,15,1,673.0
2,42.45,1,1.0,1.0,1896.0,15,1,682.0
5,115.0,4,4.0,6.0,2005.0,8,0,795.0
4,96.0,3,3.5,4.0,1984.0,2,0,460.0
4,95.0,3,3.0,1.0,1914.0,4,0,525.0
4,88.56,3,3.0,4.0,1984.0,8,1,465.0
2,59.94,3,3.0,1.0,1924.0,14,1,537.06
3,64.0,3,3.0,2.0,1962.0,8,0,413.0
3,68.14,4,4.0,3.0,1971.0,1,0,375.0
1,21.0,1,1.0,5.0,1996.0,14,1,465.0
2,47.0,2,2.0,4.0,1981.0,8,0,399.0
1,39.86,2,2.0,2.0,1965.0,1,0,192.0
4,95.2,4,4.0,5.0,1996.0,5,0,556.92
3,68.75,3,3.0,2.0,1952.0,8,1,385.0
3,72.0,3,3.0,2.0,1970.0,14,0,680.0
2,58.04,2,2.0,5.0,2000.0,1,1,340.0
3,69.63,3,3.0,2.0,1970.0,4,0,383.0
5,116.0,4,4.0,8.0,2015.0,8,0,980.0
2,53.01,2,2.0,1.0,1900.0,4,1,410.0
1,28.59,1,1.0,2.0,1967.0,8,0,208.0
5,105.92,3,3.0,9.0,2018.0,8,1,1370.0
2,56.67,2,2.1,3.0,1978.0,5,0,316.22
3,73.0,3,3.0,2.0,1969.0,8,0,400.0
2,50.79,1,1.0,9.0,2019.0,13,1,645.0
3,70.0,2,2.0,4.0,1990.0,14,1,1095.0
3,74.27,3,3.0,1.0,1932.0,16,1,720.0
3,78.0,3,3.0,3.0,1972.0,8,0,410.0
2,57.16,2,2.0,1.0,1928.0,3,0,387.0
4,90.0,3,3.0,3.0,1974.0,13,0,540.0
3,66.54,3,3.0,2.0,1962.0,14,1,532.0
1,29.0,1,1.0,5.0,1996.0,4,0,180.0
3,71.0,3,3.0,2.0,1955.0,8,1,640.0
1,30.0,1,1.0,9.0,2019.0,3,1,450.0
6,130.0,4,4.0,9.0,2016.0,16,1,1649.0
3,73.11,2,2.5,1.0,1914.0,4,0,402.0
5,108.9,4,4.0,2.0,1961.0,4,0,570.0
3,64.69,3,3.0,1.0,1900.0,2,1,500.0
4,94.1,4,4.0,1.0,1922.0,4,1,480.0
2,45.0,2,2.0,8.0,2012.0,13,0,520.0
7,166.0,4,4.0,9.0,2016.0,8,0,1600.0
1,40.1,2,2.0,1.0,1910.0,1,1,299.0
1,33.0,2,2.0,9.0,2016.0,12,1,495.0
7,265.0,5,7.0,9.0,2018.0,8,0,3200.0
2,59.07,2,2.0,1.0,1904.0,13,0,780.0
5,115.0,3,3.0,9.0,2018.0,14,0,1075.0
3,64.0,2,2.0,1.0,1896.0,8,0,480.0
5,115.0,2,2.0,5.0,2000.0,12,1,2850.0
3,66.13,3,3.0,9.0,2018.0,15,1,634.0
4,88.5,3,3.0,2.0,1970.0,7,1,650.0
3,72.0,3,3.5,2.0,1966.0,8,1,360.0
7,170.0,3,3.0,1.0,1899.0,14,1,1750.0
2,44.27,2,2.0,3.0,1974.0,2,1,268.0
2,51.0,2,2.0,1.0,1930.0,15,1,365.37
2,47.53,2,2.0,4.0,1983.0,1,1,256.66
2,58.07,2,2.0,7.0,2008.0,4,1,579.0
3,78.0,2,2.5,3.0,1974.0,12,0,525.0
4,95.0,4,4.0,2.0,1960.0,13,1,1360.0
4,95.79,3,3.0,1.0,1902.0,15,1,1032.62
5,101.0,3,3.0,8.0,2013.0,8,0,1270.0
4,95.0,3,3.0,4.0,1983.0,8,0,525.0
1,35.0,1,1.0,1.0,1900.0,3,0,240.0
3,70.16,2,2.0,9.0,2016.0,8,1,795.0
