livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,baseRent
2,48.45,2,2.0,1.0,1901.0,4,1,290.7
5,114.0,3,3.0,5.0,1997.0,1,1,950.0
3,70.0,4,4.0,2.0,1955.0,7,0,350.0
3,69.25,2,2.0,9.0,2018.0,13,1,759.03
3,75.0,2,2.0,8.0,2013.0,11,1,945.0
5,105.0,3,3.0,7.0,2007.0,14,0,1075.0
2,60.5,2,2.0,3.0,1974.0,13,0,400.0
3,67.0,3,3.0,2.0,1960.0,8,0,550.0
2,56.7,2,2.0,1.0,1942.0,8,1,465.0
6,121.0,4,4.5,9.0,2016.0,12,0,1165.0
5,120.29,3,3.0,9.0,2019.0,15,1,1550.0
1,13.93,1,1.0,9.0,2020.0,12,1,337.0
3,71.74,3,3.0,2.0,1965.0,8,0,359.0
4,87.0,3,3.0,2.0,1969.0,8,0,590.0
2,59.99,3,3.0,1.0,1938.0,7,1,491.92
3,63.6,2,2.0,3.0,1973.0,8,0,430.0
4,91.0,3,3.0,7.0,2008.0,8,1,955.0
4,99.53,3,3.0,9.0,2019.0,8,1,910.0
4,87.0,3,3.5,4.0,1990.0,13,0,950.0
1,36.95,1,1.0,2.0,1958.0,8,1,490.0
2,46.0,2,2.0,1.0,1940.0,1,1,299.0
3,78.0,3,3.0,2.0,1970.0,13,0,780.0
2,48.6,2,2.0,3.0,1975.0,4,0,210.44
4,85.0,3,3.0,9.0,2018.0,8,0,950.0
3,70.0,2,2.0,1.0,1910.0,8,0,500.0
2,49.84,2,2.0,2.0,1962.0,14,1,424.0
3,78.0,3,3.0,1.0,1900.0,4,1,660.0
4,85.0,4,4.0,5.0,2000.0,11,0,740.0
4,97.0,3,3.0,9.0,2019.0,13,0,1350.0
7,199.0,5,6.0,2.0,1964.0,12,0,1100.0
1,36.0,1,1.0,5.0,1999.0,1,0,240.0
2,52.96,2,2.0,4.0,1985.0,15,1,397.2
4,90.03,3,3.0,9.0,2019.0,14,0,1215.0
3,75.0,2,2.0,7.0,2009.0,11,1,750.0
5,102.0,3,3.0,1.0,1900.0,15,1,1434.0
3,77.91,2,2.0,1.0,1880.0,4,1,662.0
2,53.64,3,3.0,2.0,1955.0,14,0,330.0
3,69.25,2,2.0,3.0,1977.0,15,1,498.04
3,80.0,4,4.0,2.0,1970.0,8,0,500.0
4,85.0,4,4.0,9.0,2019.0,8,1,910.0
3,61.44,3,3.0,3.0,1977.0,2,0,310.0
2,44.0,1,1.0,3.0,1972.0,14,1,695.0
3,70.89,2,2.0,2.0,1953.0,8,0,390.0
1,40.5,2,2.0,3.0,1976.0,7,1,470.0
3,74.0,2,2.0,6.0,2002.0,7,0,600.0
2,52.0,2,2.0,5.0,1999.0,12,0,895.0
2,50.14,2,2.0,1.0,1925.0,2,0,260.0
5,104.0,3,3.5,1.0,1853.0,7,1,884.0
3,61.35,3,3.0,1.0,1928.0,8,1,419.0
3,78.93,3,3.0,5.0,1996.0,8,1,725.0
5,105.0,4,4.0,3.0,1974.0,14,1,990.0
5,113.5,5,5.0,1.0,1936.0,2,0,860.0
3,64.0,2,2.0,8.0,2015.0,8,0,615.0
7,151.0,4,4.0,1.0,1901.0,15,1,1600.0
5,113.39,1,1.0,5.0,1995.0,1,0,340.0
2,45.0,2,2.0,1.0,1910.0,4,1,320.0
6,126.78,4,4.0,5.0,1998.0,4,1,750.0
3,77.47,4,4.0,3.0,1978.0,4,1,441.58
3,72.6,3,3.0,1.0,1900.0,4,1,449.0
1,37.87,1,1.0,2.0,1969.0,4,0,190.0
7,166.0,4,4.0,1.0,1911.0,14,0,1030.0
2,47.0,2,2.0,1.0,1914.0,1,1,258.5
4,96.65,2,2.0,2.0,1964.0,8,1,531.58
3,64.15,2,2.5,5.0,1998.0,8,0,550.0
3,72.0,3,3.0,2.0,1969.0,8,1,432.0
4,82.66,4,4.0,4.0,1986.0,1,1,537.29
5,119.0,4,4.0,9.0,2019.0,11,0,990.0
1,23.6,1,1.0,8.0,2013.0,4,1,337.0
2,44.0,1,1.0,5.0,1993.0,8,0,420.0
3,80.0,3,3.0,1.0,1950.0,8,1,900.0
3,69.0,2,2.0,1.0,1926.0,1,0,359.0
3,65.0,1,1.0,2.0,1954.0,11,1,540.0
1,39.0,2,2.0,5.0,1996.0,4,0,275.0
2,55.27,2,2.0,4.0,1982.0,1,0,282.0
2,50.45,2,2.0,2.0,1958.0,4,1,253.0
2,48.21,2,2.0,3.0,1972.0,4,1,370.0
2,49.5,2,2.0,1.0,1935.0,4,1,315.0
2,56.0,2,2.0,2.0,1962.0,8,1,422.8
2,45.15,1,1.0,1.0,1900.0,4,1,335.0
2,58.01,2,2.0,1.0,1906.0,15,1,554.0
3,69.0,3,3.0,5.0,1996.0,4,1,550.0
3,65.0,2,2.0,9.0,2020.0,12,1,800.0
3,63.0,3,3.0,1.0,1920.0,4,1,250.0
3,73.85,3,3.5,2.0,1956.0,8,1,372.94
3,64.0,2,2.5,2.0,1968.0,12,0,580.0
3,74.16,3,3.0,2.0,1966.0,8,1,623.69
3,71.0,3,3.0,5.0,1996.0,8,1,675.0
2,53.6,2,2.0,3.0,1971.0,1,0,348.0
4,85.49,3,3.0,5.0,1995.0,4,0,430.0
2,59.4,3,3.0,3.0,1974.0,4,0,300.0
4,81.64,3,3.0,4.0,1981.0,8,0,540.0
3,67.0,4,4.0,3.0,1972.0,2,0,341.7
2,55.0,2,2.5,1.0,1880.0,4,1,500.0
3,77.37,3,3.0,2.0,1966.0,8,0,425.0
1,37.21,2,2.0,1.0,1930.0,4,1,299.0
4,99.0,5,5.0,2.0,1961.0,4,0,500.0
3,71.0,3,3.0,3.0,1972.0,8,0,525.0
6,150.0,3,3.5,1.0,1936.0,16,1,1695.0
4,83.0,3,3.0,2.0,1964.0,13,0,700.0
4,89.0,4,4.0,1.0,1919.0,4,0,360.0
4,90.0,2,2.0,1.0,1870.0,15,1,1264.0
4,82.0,3,3.0,5.0,1996.0,4,1,868.7
4,85.0,2,2.0,1.0,1950.0,14,1,1500.0
3,78.0,2,2.0,4.0,1984.0,7,0,530.0
3,80.0,4,4.0,8.0,2015.0,7,0,460.0
5,102.0,3,3.0,8.0,2011.0,7,0,750.0
2,45.0,2,2.0,5.0,1995.0,11,0,320.0
4,85.44,3,3.0,2.0,1963.0,14,1,725.0
6,130.0,3,3.0,4.0,1981.0,8,1,1440.0
2,43.54,1,1.0,5.0,1995.0,1,0,230.0
2,58.23,2,2.0,9.0,2019.0,7,1,950.0
4,91.46,4,4.0,1.0,1930.0,2,0,471.02
2,49.34,2,2.0,2.0,1970.0,4,0,248.67
2,44.6,2,2.0,5.0,1992.0,4,0,228.0
2,42.0,2,2.0,1.0,1950.0,7,0,450.0
2,55.0,3,3.0,2.0,1958.0,8,1,280.0
2,47.0,2,2.0,3.0,1971.0,11,0,450.0
2,48.0,2,2.0,9.0,2019.0,15,1,905.0
4,94.27,3,3.0,9.0,2019.0,1,0,802.0
5,102.0,3,3.5,1.0,1901.0,16,1,861.57
2,58.61,3,3.0,2.0,1958.0,4,1,337.0
3,78.0,3,3.0,5.0,1995.0,6,0,450.0
2,58.59,3,3.0,3.0,1971.0,5,0,328.68
2,57.24,2,2.0,9.0,2019.0,5,0,715.0
3,73.0,3,3.0,2.0,1967.0,8,0,650.0
2,42.94,1,1.0,5.0,1992.0,4,1,380.0
3,80.66,5,5.0,5.0,1992.0,6,1,660.0
3,61.52,3,3.0,5.0,1996.0,4,0,425.0
2,60.0,2,2.0,9.0,2019.0,14,0,650.0
3,71.35,3,3.0,1.0,1900.0,1,1,499.45
3,62.01,3,3.0,3.0,1971.0,1,0,311.0
3,80.0,3,3.0,1.0,1904.0,2,0,384.0
1,29.0,1,1.0,7.0,2009.0,13,0,420.0
2,50.0,2,2.0,4.0,1981.0,12,0,775.0
3,67.0,2,2.0,3.0,1975.0,8,1,820.0
2,49.62,2,2.0,3.0,1971.0,3,0,283.0
7,164.0,5,6.5,4.0,1981.0,12,1,2090.0
4,82.0,3,3.0,1.0,1910.0,9,0,360.0
5,116.0,3,3.0,1.0,1903.0,8,0,625.0
5,110.0,4,4.0,1.0,1900.0,13,0,750.0
2,58.0,2,2.0,4.0,1989.0,1,0,309.0
2,58.12,3,3.0,3.0,1972.0,4,0,310.0
6,126.02,3,3.0,5.0,1993.0,15,1,1099.0
3,64.39,3,3.0,2.0,1955.0,10,1,555.55
2,50.65,2,2.5,1.0,1950.0,8,1,314.03
3,70.33,3,3.0,2.0,1968.0,8,0,416.0
7,155.0,5,5.0,1.0,1910.0,7,0,780.0
1,38.0,1,1.0,5.0,1996.0,1,0,190.0
2,51.32,2,2.0,1.0,1900.0,4,0,231.0
3,67.0,2,2.0,5.0,1999.0,5,0,600.0
3,65.0,2,2.0,2.0,1970.0,8,0,495.0
3,75.0,3,3.0,2.0,1967.0,12,0,895.0
5,119.13,3,3.0,1.0,1928.0,13,1,850.0
2,55.0,2,2.0,3.0,1972.0,8,0,400.0
2,60.59,2,2.5,3.0,1975.0,1,0,345.36
1,35.0,1,1.0,2.0,1963.0,8,1,390.0
4,85.34,3,3.0,9.0,2018.0,13,1,1199.93
2,46.0,1,1.5,4.0,1989.0,1,0,380.0
1,30.18,1,1.0,3.0,1972.0,13,1,500.0
2,54.48,2,2.0,1.0,1937.0,4,0,275.0
4,91.62,3,3.0,9.0,2018.0,8,1,870.0
3,70.5,2,2.0,1.0,1900.0,4,0,324.0
7,188.89,4,4.0,9.0,2019.0,8,1,2150.0
2,57.0,3,3.0,2.0,1968.0,3,0,307.8
4,81.0,3,3.0,3.0,1973.0,8,1,465.0
3,62.9,3,3.0,3.0,1978.0,3,0,289.34
2,41.0,1,1.0,1.0,1930.0,1,1,246.0
3,79.5,3,3.0,2.0,1959.0,8,1,520.0
2,48.4,2,2.0,3.0,1979.0,1,0,242.0
3,80.0,3,3.0,2.0,1966.0,12,0,650.0
3,70.0,4,4.0,2.0,1968.0,2,0,327.0
4,89.62,3,3.0,3.0,1972.0,13,1,937.43
2,51.0,2,2.0,1.0,1833.0,11,0,430.0
1,16.0,1,1.0,3.0,1974.0,13,0,200.0
4,90.0,4,4.0,2.0,1953.0,11,1,670.0
3,71.16,3,3.0,1.0,1875.0,4,1,640.44
3,61.74,2,2.0,9.0,2018.0,10,0,741.0
2,56.0,2,2.0,2.0,1960.0,8,1,800.0
1,25.0,1,1.0,1.0,1906.0,4,1,190.0
5,102.48,3,3.0,1.0,1914.0,8,1,680.0
3,79.45,3,3.0,9.0,2019.0,4,1,762.0
5,105.0,4,4.5,2.0,1970.0,16,1,1200.0
7,193.85,5,5.0,1.0,1939.0,15,1,1998.0
2,48.3,2,2.0,1.0,1941.0,7,0,260.0
4,95.0,3,3.0,7.0,2010.0,7,0,925.0
3,70.0,3,3.5,1.0,1950.0,8,1,420.0
3,65.0,2,2.0,1.0,1937.0,1,0,392.0
2,52.0,2,2.0,1.0,1923.0,1,1,286.0
2,50.0,1,1.0,1.0,1903.0,11,0,350.0
7,170.0,5,5.0,2.0,1959.0,12,0,1550.0
2,58.27,2,2.0,9.0,2018.0,11,1,699.24
2,47.86,2,2.0,5.0,1995.0,1,1,275.0
4,100.0,4,4.0,8.0,2013.0,14,0,1380.0
2,57.0,2,2.0,9.0,2019.0,10,0,700.0
6,150.0,4,4.0,1.0,1905.0,10,0,1020.0
2,50.0,2,2.0,3.0,1971.0,11,0,370.0
1,40.58,1,1.0,4.0,1984.0,8,1,250.0
3,70.0,3,3.0,2.0,1965.0,8,0,599.0
3,65.14,3,3.5,2.0,1958.0,8,1,370.0
4,96.0,3,3.0,5.0,1992.0,8,1,1050.0
3,70.47,4,4.0,3.0,1978.0,3,0,317.12
6,123.92,3,3.0,7.0,2008.0,8,1,2600.0
2,45.0,2,2.0,1.0,1884.0,4,1,340.0
4,81.29,3,3.0,1.0,1925.0,15,1,849.0
4,92.0,3,3.0,8.0,2014.0,11,0,920.0
2,60.0,2,2.0,1.0,1910.0,4,1,250.0
3,79.79,3,3.5,3.0,1977.0,8,1,734.0
4,100.0,3,3.5,1.0,1910.0,8,0,750.0
4,87.0,3,3.0,2.0,1960.0,13,1,913.5
2,55.0,2,2.0,2.0,1957.0,1,0,275.0
2,51.63,2,2.0,1.0,1900.0,4,1,265.0
3,67.24,3,3.0,4.0,1984.0,8,0,305.0
2,43.0,1,1.0,3.0,1973.0,8,1,290.0
1,39.29,1,1.0,4.0,1988.0,4,1,204.31
3,73.28,3,3.0,3.0,1972.0,16,1,610.0
5,120.64,4,4.0,9.0,2019.0,5,1,1447.68
6,122.0,4,4.0,8.0,2014.0,4,1,1099.0
4,93.2,3,3.0,3.0,1971.0,10,0,870.0
3,63.53,3,3.0,2.0,1961.0,8,0,369.0
5,120.0,4,4.0,9.0,2019.0,7,1,1348.09
4,99.0,3,3.0,5.0,1995.0,4,0,750.0
6,132.0,3,3.0,2.0,1967.0,13,0,770.0
3,80.0,3,3.0,3.0,1972.0,13,1,870.0
3,78.0,2,2.0,8.0,2011.0,4,0,468.0
4,93.0,2,2.0,8.0,2012.0,10,0,995.0
2,59.49,2,2.0,1.0,1900.0,4,1,565.16
1,9.5,1,1.0,2.0,1963.0,12,0,118.0
3,69.3,2,2.0,4.0,1989.0,1,1,762.3
2,51.63,2,2.0,1.0,1878.0,4,0,284.0
2,56.0,2,2.0,9.0,2019.0,1,0,560.0
4,88.0,3,3.0,3.0,1973.0,13,0,750.0
2,50.12,2,2.0,2.0,1963.0,1,0,301.0
3,74.06,3,3.0,9.0,2018.0,10,0,1040.0
2,54.46,2,2.0,3.0,1976.0,3,0,550.0
5,107.03,5,5.0,2.0,1967.0,4,0,520.0
2,48.6,2,2.0,3.0,1974.0,1,1,262.44
1,26.43,1,1.0,4.0,1981.0,4,1,199.0
5,105.0,3,3.0,4.0,1987.0,8,0,690.0
3,74.45,3,3.0,1.0,1933.0,1,1,462.0
7,212.0,5,5.0,3.0,1973.0,8,0,1600.0
3,69.89,2,2.0,9.0,2018.0,4,1,729.0
4,95.5,3,3.0,2.0,1960.0,8,1,753.0
3,76.35,3,3.0,5.0,1999.0,2,1,649.0
5,116.93,4,4.0,2.0,1951.0,8,1,1140.0
4,94.0,4,4.0,2.0,1960.0,13,1,1200.0
2,51.68,2,2.0,2.0,1952.0,3,0,276.49
4,90.62,3,3.0,9.0,2019.0,14,1,1630.0
2,58.0,2,2.0,5.0,1999.0,8,1,493.0
5,104.25,3,3.0,6.0,2003.0,8,0,925.0
3,72.91,3,3.0,4.0,1989.0,15,1,619.74
1,39.0,2,2.0,2.0,1970.0,8,1,350.0
3,76.47,3,3.0,3.0,1971.0,8,1,627.05
1,33.83,1,1.0,5.0,1997.0,4,1,285.0
3,64.0,2,2.0,1.0,1900.0,4,1,309.0
2,53.73,2,2.5,2.0,1955.0,8,0,320.0
3,65.0,2,2.5,1.0,1937.0,8,1,650.0
2,46.32,2,2.0,1.0,1910.0,4,1,275.0
3,61.25,3,3.0,3.0,1976.0,5,0,430.0
1,29.0,1,1.0,3.0,1973.0,12,0,430.0
2,47.5,2,2.0,2.0,1960.0,4,0,265.0
2,50.59,2,2.0,2.0,1965.0,7,0,350.0
2,55.0,2,2.0,2.0,1968.0,8,0,330.0
4,84.0,3,3.0,9.0,2019.0,15,1,895.0
2,42.0,1,1.0,2.0,1969.0,8,0,605.0
2,43.0,1,1.0,4.0,1984.0,16,1,549.0
4,97.0,3,3.0,9.0,2018.0,15,1,1795.0
1,32.0,1,1.0,5.0,1992.0,14,0,290.0
2,47.0,1,1.5,1.0,1945.0,14,0,899.0
5,106.0,4,4.0,1.0,1870.0,15,1,1484.7
2,55.0,3,3.5,2.0,1956.0,8,1,315.0
7,151.34,4,4.0,1.0,1900.0,4,1,1596.0
4,100.0,3,3.5,3.0,1978.0,14,0,800.0
2,57.72,2,2.0,5.0,1993.0,13,1,298.56
3,71.97,4,4.0,5.0,1998.0,5,0,375.0
2,44.44,2,2.0,1.0,1910.0,4,1,240.0
1,33.54,1,1.0,4.0,1985.0,15,1,449.0
3,76.0,3,3.5,4.0,1982.0,8,0,474.2
4,100.0,4,4.0,9.0,2019.0,4,0,800.0
6,139.54,4,4.0,9.0,2020.0,12,0,1500.0
5,102.64,3,3.0,8.0,2015.0,15,1,1479.04
4,90.0,3,3.0,9.0,2018.0,11,0,810.0
3,65.92,3,3.0,2.0,1970.0,1,1,346.08
2,58.68,3,3.0,1.0,1905.0,4,1,290.0
3,75.0,3,3.0,2.0,1953.0,14,1,720.0
2,56.36,2,2.5,5.0,1994.0,1,1,298.71
4,81.36,3,3.5,3.0,1978.0,8,1,525.0
7,156.15,4,4.0,1.0,1930.0,4,1,1100.0
3,78.0,3,3.0,5.0,1996.0,13,0,500.0
2,57.31,3,3.0,3.0,1973.0,1,0,356.0
5,105.0,3,3.0,5.0,1998.0,8,1,975.0
4,86.48,3,3.0,9.0,2018.0,4,1,1089.0
2,44.0,2,2.0,1.0,1890.0,15,1,420.1
3,66.69,3,3.0,4.0,1984.0,12,1,330.11
2,51.1,2,2.0,4.0,1986.0,4,0,230.0
2,56.86,2,2.0,7.0,2010.0,8,1,410.0
2,52.0,2,2.0,1.0,1913.0,4,1,265.0
3,74.0,3,3.0,2.0,1955.0,7,1,540.0
6,133.0,4,4.0,1.0,1911.0,13,1,1330.0
2,60.0,2,2.0,9.0,2019.0,15,1,1160.0
2,53.44,2,2.0,9.0,2018.0,8,0,720.0
3,61.0,3,3.0,2.0,1960.0,4,0,335.0
1,37.53,1,1.0,1.0,1936.0,4,0,159.0
5,108.8,3,3.0,1.0,1870.0,7,0,924.8
3,70.0,2,2.0,9.0,2019.0,8,1,840.0
4,88.0,3,3.0,3.0,1971.0,8,1,528.0
3,77.0,2,2.0,1.0,1911.0,3,0,465.0
4,83.0,3,3.0,4.0,1987.0,11,0,415.0
2,49.82,3,3.0,1.0,1940.0,1,0,265.0
4,100.0,4,4.0,4.0,1984.0,8,0,625.0
6,137.0,3,3.0,9.0,2017.0,11,1,1630.0
3,63.0,2,2.0,1.0,1939.0,4,0,391.0
3,78.1,3,3.0,9.0,2018.0,16,1,1718.2
5,102.4,4,4.0,1.0,1895.0,4,1,500.0
3,61.05,2,2.0,1.0,1910.0,8,1,397.0
2,59.18,2,2.0,1.0,1919.0,15,1,887.7
2,51.0,2,2.0,2.0,1970.0,8,0,300.0
3,72.0,3,3.0,9.0,2020.0,5,0,680.0
2,57.32,2,2.0,5.0,1997.0,15,1,417.74
2,58.0,2,2.0,2.0,1964.0,8,0,332.8
2,60.0,3,3.0,3.0,1977.0,3,0,230.0
3,68.5,3,3.0,5.0,1998.0,10,0,650.0
4,89.34,3,3.0,9.0,2019.0,15,1,1690.0
2,50.76,2,2.0,2.0,1960.0,1,0,120.0
3,78.03,3,3.0,2.0,1964.0,9,1,538.41
3,69.64,3,3.0,2.0,1968.0,3,0,504.0
3,72.48,2,2.5,9.0,2018.0,16,1,960.0
3,80.0,3,3.0,1.0,1936.0,8,1,400.0
3,74.8,2,2.0,9.0,2020.0,7,0,854.06
3,65.0,2,2.0,1.0,1900.0,5,0,290.0
2,48.0,3,3.0,2.0,1955.0,8,0,280.0
6,140.0,5,5.5,2.0,1957.0,16,1,2100.0
4,90.8,2,2.0,9.0,2016.0,8,0,862.6
2,47.5,2,2.0,1.0,1925.0,4,1,265.0
2,59.0,3,3.0,2.0,1962.0,4,0,330.0
3,64.6,2,2.0,9.0,2016.0,14,1,1200.0
2,58.0,2,2.0,8.0,2014.0,7,0,638.22
2,58.12,3,3.0,2.0,1963.0,1,0,310.0
3,67.0,2,2.0,9.0,2016.0,7,1,802.0
2,44.43,2,2.0,1.0,1900.0,4,1,350.0
1,40.0,1,1.0,2.0,1953.0,8,1,790.0
2,45.0,1,1.0,1.0,1899.0,4,1,315.0
1,40.64,1,1.0,5.0,1994.0,2,0,250.0
4,87.6,3,3.0,1.0,1936.0,5,0,751.61
1,32.1,1,1.5,1.0,1922.0,4,0,176.0
2,41.06,2,2.0,1.0,1940.0,7,1,283.5
2,54.0,2,2.0,5.0,1995.0,4,0,350.0
2,58.83,3,3.0,3.0,1972.0,4,0,278.85
3,69.14,2,2.0,1.0,1930.0,4,1,475.0
4,82.0,3,3.0,6.0,2003.0,12,0,820.0
2,47.77,2,2.0,2.0,1953.0,14,0,407.0
2,55.0,2,2.0,5.0,1995.0,4,0,380.0
3,77.0,3,3.5,1.0,1899.0,8,1,1100.0
3,68.0,2,2.0,3.0,1972.0,8,1,680.0
3,79.23,3,3.0,4.0,1990.0,4,1,300.0
4,94.0,3,3.0,3.0,1974.0,8,0,1000.0
2,59.0,3,3.0,3.0,1977.0,4,1,295.0
3,80.0,2,2.0,7.0,2006.0,12,0,955.0
3,73.41,3,3.0,9.0,2018.0,16,1,616.64
3,64.0,3,3.0,2.0,1961.0,7,0,538.0
3,71.78,2,2.0,1.0,1886.0,15,1,848.0
1,34.11,1,1.0,2.0,1970.0,5,0,180.0
4,92.0,2,2.5,9.0,2018.0,13,1,1080.0
7,174.52,4,4.0,8.0,2013.0,11,1,1392.67
1,19.0,1,1.0,5.0,1992.0,12,1,360.0
3,69.18,3,3.0,1.0,1913.0,8,0,400.0
3,69.0,3,3.0,1.0,1913.0,5,0,665.0
4,90.04,4,4.0,3.0,1974.0,10,0,435.0
7,186.9,3,3.0,6.0,2003.0,15,1,2242.8
4,95.0,3,3.0,9.0,2019.0,14,0,990.0
5,120.0,4,4.0,5.0,1994.0,13,0,980.0
1,35.0,1,1.0,3.0,1973.0,8,1,400.0
2,59.0,3,3.0,3.0,1971.0,3,0,275.0
4,88.0,3,3.0,8.0,2015.0,14,0,770.0
6,121.4,3,3.0,9.0,2016.0,3,0,1311.12
5,110.0,3,3.5,8.0,2012.0,14,0,2500.0
2,53.96,2,2.0,5.0,1993.0,4,0,230.0
3,66.88,2,2.0,5.0,1996.0,8,0,340.42
4,81.25,4,4.0,5.0,1995.0,13,0,358.49
4,85.0,3,3.0,2.0,1966.0,8,0,530.0
1,17.89,1,1.0,2.0,1954.0,10,0,299.0
7,166.0,4,4.5,2.0,1970.0,13,0,1160.0
1,40.7,1,1.0,5.0,1995.0,4,0,285.0
5,111.17,4,4.0,3.0,1976.0,12,0,830.0
2,50.0,2,2.0,1.0,1947.0,13,0,380.0
2,58.9,3,3.0,2.0,1968.0,1,1,306.0
3,65.0,2,2.5,7.0,2010.0,7,1,630.0
1,38.0,1,1.0,5.0,1997.0,4,0,189.0
3,80.29,3,3.0,9.0,2019.0,16,1,1030.0
5,104.0,3,3.0,9.0,2016.0,13,0,830.0
3,66.6,2,2.0,1.0,1890.0,1,0,399.6
3,80.0,3,3.0,1.0,1920.0,1,1,460.0
3,80.34,3,3.0,9.0,2018.0,5,0,806.4
2,56.0,2,2.0,9.0,2018.0,4,0,476.0
2,58.0,2,2.5,2.0,1967.0,7,1,500.0
2,60.0,2,2.0,2.0,1968.0,12,1,750.0
2,60.0,1,1.0,5.0,2000.0,14,0,400.0
4,87.0,3,3.0,4.0,1981.0,12,0,850.0
4,81.17,3,3.0,5.0,1997.0,4,1,450.0
5,119.0,3,3.0,9.0,2018.0,8,1,1525.0
3,80.08,3,3.0,1.0,1920.0,4,0,336.0
3,62.0,2,2.5,1.0,1895.0,4,1,350.0
2,60.0,3,3.0,9.0,2019.0,14,0,780.0
1,40.0,1,1.5,5.0,1995.0,14,0,430.0
3,79.62,3,3.5,2.0,1957.0,8,1,559.0
2,43.91,2,2.0,1.0,1907.0,4,0,285.0
6,149.0,3,3.0,9.0,2019.0,14,1,1500.0
2,54.0,2,2.0,2.0,1956.0,8,1,295.0
3,66.11,2,2.0,1.0,1903.0,1,0,410.0
2,57.12,2,2.0,8.0,2012.0,16,1,705.0
6,129.6,4,4.0,1.0,1903.0,15,1,1495.0
6,130.0,5,5.0,9.0,2018.0,11,1,1470.0
1,33.5,1,1.0,4.0,1985.0,1,1,162.0
3,68.0,4,4.0,2.0,1964.0,11,0,450.0
4,81.0,2,2.0,1.0,1904.0,8,1,810.0
7,180.0,3,3.0,1.0,1904.0,8,1,650.0
5,120.0,3,3.0,3.0,1975.0,11,0,875.0
6,127.0,3,3.0,1.0,1900.0,12,1,2140.0
2,50.31,2,2.0,2.0,1961.0,4,1,270.0
3,61.38,3,3.0,2.0,1956.0,1,0,313.0
2,41.0,1,1.0,2.0,1969.0,15,1,389.0
3,74.0,2,2.0,5.0,1993.0,11,0,455.0
1,22.0,1,1.0,8.0,2015.0,12,0,550.0
7,163.0,3,3.0,9.0,2018.0,7,0,1575.0
4,83.16,2,2.0,1.0,1874.0,10,0,791.0
3,68.14,3,3.0,4.0,1986.0,1,1,293.0
3,75.34,3,3.0,1.0,1905.0,15,1,800.0
7,190.0,5,5.0,1.0,1900.0,15,1,3990.0
2,55.0,2,2.0,2.0,1970.0,8,0,360.0
2,59.72,2,2.0,1.0,1655.0,4,0,275.0
3,78.0,3,3.0,1.0,1930.0,1,0,351.0
3,80.0,3,3.0,9.0,2017.0,14,1,950.0
3,63.0,2,2.0,5.0,1994.0,8,1,590.0
6,140.74,5,5.0,9.0,2018.0,4,1,1493.33
3,78.0,3,3.0,2.0,1964.0,14,0,500.0
2,57.13,3,3.0,3.0,1978.0,4,0,275.0
3,72.4,2,2.0,9.0,2020.0,16,1,1045.0
4,98.0,3,3.0,5.0,1996.0,13,0,740.0
2,49.62,2,2.0,2.0,1955.0,16,1,750.0
4,94.0,3,3.5,4.0,1985.0,8,0,470.0
6,125.0,2,2.0,4.0,1981.0,13,1,1150.0
2,53.9,2,2.0,1.0,1920.0,2,0,320.0
7,174.41,3,3.0,7.0,2010.0,7,0,1700.0
3,66.0,2,2.0,3.0,1979.0,7,1,450.0
3,73.0,3,3.0,1.0,1938.0,8,0,511.0
2,57.8,3,3.0,2.0,1960.0,4,0,314.0
1,35.38,2,2.0,2.0,1964.0,8,1,280.0
2,56.34,2,2.0,2.0,1959.0,8,1,470.0
3,69.82,2,2.0,5.0,1995.0,4,1,429.0
4,90.7,2,2.0,9.0,2017.0,8,1,861.65
3,69.7,3,3.0,1.0,1932.0,8,0,352.1
3,74.0,3,3.0,5.0,1998.0,8,1,525.0
2,58.0,3,3.0,2.0,1965.0,2,0,260.0
2,47.35,2,2.0,4.0,1990.0,4,1,284.1
3,62.78,2,2.0,2.0,1956.0,8,1,408.0
3,75.0,3,3.0,2.0,1970.0,13,0,840.0
3,67.0,2,2.0,9.0,2017.0,3,0,530.0
5,106.0,4,4.5,2.0,1970.0,12,1,1590.0
2,52.0,2,2.5,2.0,1955.0,16,1,676.0
2,58.27,3,3.0,1.0,1928.0,3,0,360.0
6,140.0,3,3.0,1.0,1925.0,8,1,1400.0
2,53.0,2,2.0,1.0,1889.0,4,0,280.0
3,63.0,2,2.0,3.0,1973.0,8,0,378.0
1,30.38,1,1.0,5.0,1993.0,1,0,170.0
4,85.0,3,3.5,1.0,1913.0,8,0,370.0
2,55.7,3,3.0,2.0,1970.0,1,0,312.0
5,114.47,4,4.0,1.0,1900.0,4,1,744.0
3,75.0,3,3.0,3.0,1972.0,12,1,1050.0
5,108.65,4,4.0,1.0,1917.0,4,1,565.0
3,79.4,2,2.0,9.0,2018.0,7,0,794.0
3,77.49,3,3.0,3.0,1972.0,8,1,460.0
2,58.17,2,2.0,5.0,1995.0,4,1,430.0
3,70.83,2,2.0,2.0,1962.0,1,0,360.0
1,24.66,1,1.0,2.0,1963.0,8,1,160.0
2,51.0,2,2.0,2.0,1956.0,8,0,380.0
5,119.0,4,4.0,3.0,1972.0,13,0,1300.0
5,110.62,4,4.0,9.0,2019.0,12,1,1375.0
4,82.58,3,3.0,5.0,1994.0,11,0,415.0
1,31.85,1,1.0,3.0,1973.0,8,1,286.65
